Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
How Covid-19 pandemic effects dialysis patients in sialkot district - A cohort study,Asiman I.; Latif A.; Ansar A.; Shafique M.N.; Zia M.Q.; Saleem N. ,"Aim: To analyze the complications related to Covid-19 that occur in patients undergoing hemodialysis how sign and symptoms and investigations helped us making diagnosis. Study Design: comparative, analytic, retrospective study Place and duration of study: Sialkot kidney hospital defence road Sialkot from March 2020 to September 2020. Method(s): 700 dialysis patients were enrolled after informed consent; observed of their symptoms and course of management throughout 6 months.The diagnosed and critical patients were admitted in relevant hospitals until recovered from covid 19.Data is collected and analysed about the covid 19 sign and symptoms with progression or regression, recovery of patients and mortality caused by covid 19 and other than covid- 19. The patients with positive report of PCR for Covid-19 were included in Group I while patients with negative reports were included in the Group II. All ages and gender were included. The follow up of one month was mandatory to be included in the study. Result(s): The patients participated in study are 651. Patients age range is from child of 8 years to 85 years old, males are 408 almost twice the number of women 243. Group I shows 250 covid -19 positive patients while group II represents the 401 covid-19 negative patients. Total 100 patients are suspected from which 58patients are positive HRCT findings with positive antibodies of covid-19 while from 42 patients have normal HRCT scan only 9 patients have antibodies positive 33 patients have negative antibodies. Group I (Covid-19 +) n=250 (100%) has 22 (08.80) Hepatitis B positive patients while Group II (Covid -19-) n=401(100%) has 52 (12.96) patients. Similarly for hep c positive group I has 78 (31.20)and group II has 113 (28.17) patients.remaining are normal negative patients for hepatitis virus 150(60.00) in group I and 235 (58.60) in group II. 20 (08.00) covid positive patients has increased d dimer level on the other hand only 2 (00.49) has in group II. Serum cpk positive is in 20 (08) while in group II 5(01.20). a the end mortaliy rate remains in group I is 13 (05.20) while in group II is 9 (02.24). Conclusion(s): Hemo Dialysis patients are immunocompromised and more susceptable to novel corona virus. Precautionary measures plays a vital role. Death rate due to covid 19 remained 3 % while in noncompliance and recovered covid patients can go toward complications and became criticaly ill. The patients on hemodialysid, with covid-19 positive the complications were aggressive and mortality had quick course with less reaction time.Copyright © 2020 Lahore Medical And Dental College. All rights reserved.",2020,/,Pakistan Journal of Medical and Health Sciences,14,4,728-730,,,2010623541,#74421,Asiman 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Comparison of Antibody Class Specific SARS-CoV-2 Serology for the Diagnosis of Acute COVID-19.,"Verkerke, Hans; Horwath, Michael; Saeedi, Bejan; Boyer, Darra; Allen, Jerry W; Owens, Joshua; Arthur, Connie M; Nakahara, Hirotomo; Rha, Jennifer; Patel, Kashyap; Wu, Shang-Chuen; Paul, Anu; Yasin, Nini; Wang, Jianmei; Shin, Sooncheon; Brown, DeAndre; Normile, Katherine; Cole, Lisa; Meyers, Mark; Lin, Heather; Woods, Emily; Isaac, Jennifer; Broder, Kari; Wade, Jenna; Kauffman, Robert C; Patel, Ravi; Josephson, Cassandra D; Reynolds, Stacian; Sherman, Melanie; Wrammert, Jens; Alter, David; Guarner, Jeannette; Roback, John D; Neish, Andrew; Stowell, Sean R","Accurate diagnosis of acute severe acute respiratory syndrome-coronavirus 2 (SARS-CoV-2) infection is critical for appropriate management of patients with this disease. We examined the possible complementary role of lab developed class-specific clinical serology in assessing SARS-CoV-2 infection in hospitalized patients. Serological tests for IgG, IgA, and IgM antibodies against the receptor binding domain (RBD) of SARS-CoV-2 were evaluated using samples from real time RT PCR (qRT-PCR)-confirmed in-patient COVID-19 cases. We analyzed the influence of timing and clinical severity on the diagnostic value of class-specific coronavirus disease 2019 (COVID-19) serology testing. Cross-sectional analysis revealed a higher sensitivity and specificity at lower optical density cutoffs for IgA in hospitalized patients when compared to IgG and IgM serology (IgG area under the curve (AUC): 0.91; 95%CI 0.89 to 0.93 vs. IgA AUC: 0.97; 95% CI 0.96 to 0.98 vs. IgM AUC: 0.95; 95% CI 0.92 to 0.97). The enhanced performance of IgA serology was apparent in the first two weeks after symptom onset and the first week after PCR testing. In patients requiring intubation, all three tests exhibit enhanced sensitivity. Among PCR-negative patients under investigation for SARS-CoV-2 infection 2 out of 61 showed clear evidence of seroconversion IgG, IgA and IgM. Suspected false-positive results in the latter population were most frequently observed in IgG and IgM serology tests. Our findings suggest the potential utility of IgA serology in the acute setting and explore the benefits and limitations of class-specific serology as a complementary diagnostic tool to PCR for COVID-19 in the acute setting. Copyright © 2021 American Society for Microbiology.",2021,/,Journal of clinical microbiology,,"hsh, 7505564",,,https://dx.doi.org/10.1128/JCM.02026-20,33468605,#73785,Verkerke 2021,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
"Emergency response for evaluating SARS-CoV-2 immune status, seroprevalence and convalescent plasma in Argentina.","Ojeda, Diego S; Gonzalez Lopez Ledesma, Maria Mora; Pallares, Horacio M; Costa Navarro, Guadalupe S; Sanchez, Lautaro; Perazzi, Beatriz; Villordo, Sergio M; Alvarez, Diego E; BioBanco Working Group; Echavarria, Marcela; Oguntuyo, Kasopefoluwa Y; Stevens, Christian S; Lee, Benhur; Carradori, Jorge; Caramelo, Julio J; Yanovsky, Marcelo J; Gamarnik, Andrea V","We report the emergency development and application of a robust serologic test to evaluate acute and convalescent antibody responses to SARS-CoV-2 in Argentina. The assays, COVIDAR IgG and IgM, which were produced and provided for free to health authorities, private and public health institutions and nursing homes, use a combination of a trimer stabilized spike protein and the receptor binding domain (RBD) in a single enzyme-linked immunosorbent assay (ELISA) plate. Over half million tests have already been distributed to detect and quantify antibodies for multiple purposes, including assessment of immune responses in hospitalized patients and large seroprevalence studies in neighborhoods, slums and health care workers, which resulted in a powerful tool for asymptomatic detection and policy making in the country. Analysis of antibody levels and longitudinal studies of symptomatic and asymptomatic SARS-CoV-2 infections in over one thousand patient samples provided insightful information about IgM and IgG seroconversion time and kinetics, and IgM waning profiles. At least 35% of patients showed seroconversion within 7 days, and 95% within 45 days of symptoms onset, with simultaneous or close sequential IgM and IgG detection. Longitudinal studies of asymptomatic cases showed a wide range of antibody responses with median levels below those observed in symptomatic patients. Regarding convalescent plasma applications, a protocol was standardized for the assessment of end point IgG antibody titers with COVIDAR with more than 500 plasma donors. The protocol showed a positive correlation with neutralizing antibody titers, and was used for clinical trials and therapies across the country. Using this protocol, about 80% of convalescent donor plasmas were potentially suitable for therapies. Here, we demonstrate the importance of providing a robust and specific serologic assay for generating new information about antibody kinetics in infected individuals and mitigation policies to cope with pandemic needs.",2021,/,PLoS pathogens,17,1,e1009161,,https://dx.doi.org/10.1371/journal.ppat.1009161,33444413,#73462,Ojeda 2021,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
COVID-19 testing in outbreak free care homes: What are the public health benefits?.,"Green, R; Tulloch, J S P; Tunnah, C; Coffey, E; Lawrenson, K; Fox, A; Mason, J; Barnett, R; Constantine, A; Shepherd, W; Ashton, M; Beadsworth, M B J; Vivancos, R; Hall, I; Walker, N; Ghebrehewet, S","BACKGROUND: COVID-19 care home outbreaks represent a significant proportion of COVID-19 morbidity and mortality in the UK. National testing initially focused on symptomatic care home residents, before extending to asymptomatic cohorts., AIM: The aim was to describe the epidemiology and transmission of COVID-19 in outbreak free care homes., METHODS: A two-point prevalence survey of COVID-19, in 34 Liverpool care homes, was performed in April and May 2020. Changes in prevalence were analysed. Associations between care home characteristics, reported infection, prevention and control interventions, and COVID-19 status were described and analysed., FINDINGS: No resident developed COVID-19 symptoms during the study. There was no significant difference between: the number of care homes containing at least one test positive resident between the first (17.6%, 95%CI 6.8-34.5) and second round (14.7%, 95%CI 5.0-31.1) of testing (p>0.99); and the number of residents testing positive between the first (2.1%, 95%CI 1.2-3.4) and second round (1.0%, 95%CI 0.5-2.1) of testing (p=0.11). Care homes providing nursing care (RR 7.99, 95%CI 1.1-57.3) and employing agency staff (RR 8.4, 95%CI 1.2-60.8) were more likely to contain test positive residents. Closing residents shared space was not associated with residents testing positive (RR 2.63, 95%CI 0.4-18.5)., CONCLUSIONS: Asymptomatic COVID-19 care homes showed no evidence of disease transmission or development of outbreaks; suggesting that current infection prevention and control measures are effective in preventing transmission. Repeat testing at 2-3 weeks had limited or no public health benefits over regular daily monitoring of staff and residents for symptoms. These results should inform policies calling for regular testing of asymptomatic residents. Copyright © 2021. Published by Elsevier Ltd.",2021,/,The Journal of hospital infection,,"id6, 8007166",,,https://dx.doi.org/10.1016/j.jhin.2020.12.024,33453349,#73609,Green 2021,Exclusion reason:  No serological antibody testing ; ,""
Evolution of antibody immunity to SARS-CoV-2.,"Gaebler, Christian; Wang, Zijun; Lorenzi, Julio C C; Muecksch, Frauke; Finkin, Shlomo; Tokuyama, Minami; Cho, Alice; Jankovic, Mila; Schaefer-Babajew, Dennis; Oliveira, Thiago Y; Cipolla, Melissa; Viant, Charlotte; Barnes, Christopher O; Bram, Yaron; Breton, Gaelle; Hagglof, Thomas; Mendoza, Pilar; Hurley, Arlene; Turroja, Martina; Gordon, Kristie; Millard, Katrina G; Ramos, Victor; Schmidt, Fabian; Weisblum, Yiska; Jha, Divya; Tankelevich, Michael; Martinez-Delgado, Gustavo; Yee, Jim; Patel, Roshni; Dizon, Juan; Unson-O'Brien, Cecille; Shimeliovich, Irina; Robbiani, Davide F; Zhao, Zhen; Gazumyan, Anna; Schwartz, Robert E; Hatziioannou, Theodora; Bjorkman, Pamela J; Mehandru, Saurabh; Bieniasz, Paul D; Caskey, Marina; Nussenzweig, Michel C","Severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) has infected 78 million individuals and is responsible for over 1.7 million deaths to date. Infection is associated with development of variable levels of antibodies with neutralizing activity that can protect against infection in animal models1,2. Antibody levels decrease with time, but the nature and quality of the memory B cells that would be called upon to produce antibodies upon re-infection has not been examined. Here we report on the humoral memory response in a cohort of 87 individuals assessed at 1.3 and 6.2 months after infection. We find that IgM, and IgG anti-SARS-CoV-2 spike protein receptor binding domain (RBD) antibody titres decrease significantly with IgA being less affected. Concurrently, neutralizing activity in plasma decreases by fivefold in pseudotype virus assays. In contrast, the number of RBD-specific memory B cells is unchanged. Memory B cells display clonal turnover after 6.2 months, and the antibodies they express have greater somatic hypermutation, increased potency and resistance to RBD mutations, indicative of continued evolution of the humoral response. Analysis of intestinal biopsies obtained from asymptomatic individuals 4 months after the onset of coronavirus disease-2019 (COVID-19), using immunofluorescence, or polymerase chain reaction, revealed persistence of SARS-CoV-2 nucleic acids and immunoreactivity in the small bowel of 7 out of 14 volunteers. We conclude that the memory B cell response to SARS-CoV-2 evolves between 1.3 and 6.2 months after infection in a manner that is consistent with antigen persistence.",2021,/,Nature,,0410462,,,https://dx.doi.org/10.1038/s41586-021-03207-w,33461210,#73651,Gaebler 2021,"Exclusion reason: Wrong study design (anything other than cross sectional, repeated cross sectional, or cohort) ; ",""
Outcomes of Universal COVID-19 Testing following Detection of Incident Cases in 11 Long-term Care Facilities,Bigelow B.F.; Tang O.; Barshick B.; Peters M.; Sisson S.D.; Peairs K.S.; Katz M.J. ,,2021,/,JAMA Internal Medicine,181,1,127-129,,http://dx.doi.org/10.1001/jamainternmed.2020.3738,632338753,#73820,Bigelow 2021,Exclusion reason:  No serological antibody testing ; ,""
Age is not a disease: Evolution of protective antibodies against SARS-CoV-2 in seniors from the Brevnice nursing home.,"Fejt, Vaclav; Kratka, Zuzana; Zelena, Hana; Furst, Tomas","In the nursing home in Brevnice, 21 out of 23 seniors were infected with the SARS-CoV-2 virus in the spring of 2020. Three of them died from the infection. This study monitors the antibodies formation in group of seniors who have overcome the infection. Between April and November (1-8 months after the infection), the antibodies were measured repeatedly within the period of several weeks. The virus neutralizing tests was used as well as the ECLIA assay by Roche (total immunoglobulins), CMIA assay by Abbott (IgG) and ELISA assay by Euroimmun (IgG and IgA). Six months from the infection, neutralizing antibodies were detected in 18 out of 20 seniors. High levels of neutralizing antibodies correlated with higher levels of immunoglobulins and were a good predictor of an increase of IgG in the autumn during the second wave of the epidemic in the Czech Republic. During the autumn wave, neither any of the clients, nor any staff contracted the virus, although the prevalence of PCR positivity in the Vysocina region reached around 5 %. The antigen tests also came out all negative. This study shows that in the senior population, the production of protective antibodies follows a normal pattern, and the seniors are probably immune to a repeated infection for at least 8 months from the first infection. Based on these results, we would like to open the discussion on the testing for seroprevalence in nursing homes, possible changes to the epidemiologic regime in relation to the risk of infection, and about vaccination schemes in these centers.",2020,/,Casopis lekaru ceskych,159,7-8,303-311,,,33445937,#73322,Fejt 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Six-month antibody response to SARS-CoV-2 in healthcare workers assessed by virus neutralisation and commercial assays.,"Antonin Bal; Trabaud, Mary-Anne; Fassier, Jean-Baptiste; Rabilloud, Muriel; Saker, Kahina; Langlois-Jacques, Carole; Guibert, Nicolas; Adele Paul; Alfaiate, Dulce; Massardier-Pilonchery, Amelie; Pitiot, Virginie; Morfin-Sherpa, Florence; Lina, Bruno; Pozzetto, Bruno; Trouillet-Assant, Sophie; COVID SER STUDY GROUP",,2021,/,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,"dy9, 9516420",,,https://dx.doi.org/10.1016/j.cmi.2021.01.003,33450388,#73603,AntoninBal 2021,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Longitudinal Monitoring of SARS-CoV-2 IgM and IgG Seropositivity to Detect COVID-19.,Anonymous,,2021,/,The journal of applied laboratory medicine,,101693884,,,https://dx.doi.org/10.1093/jalm/jfaa217,33458749,#73626,Anonymous 2021,"Exclusion reason: Wrong study design (anything other than cross sectional, repeated cross sectional, or cohort) ; Sara Perlman-Arrow (2021-02-02 03:40:51)(Select): Evaluating a serological test; ",""
Serological Evidence of SARS-CoV-2 in Symptomatic Patients Under Biological Treatment in a Rheumatology Service,"Perales, C. P.; Rodriguez, S. L.; Navarro, M. D.; Mazario, R. G.; Garcia, E. G.; Escandell, C. A.; Verdejo, I. C.; Gil, J. J. F.; Puig, L. G.; Cortes, J. I.; Cordellat, I. M.; Albuixech, R. N.; Rodriguez, J. E. O.; Sanjuan, F. M. O.; Bernabeu, E. V.; Ivorra, J. A. R.",,2020,Oct,Arthritis & Rheumatology,72,,,WOS:000587568501149,,,#73153,Perales 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Incidence and clinical outcome of COVID-19 in a cohort of 11.560 Brazilian patients with multiple sclerosis,"Mendes, M. F.; Ferreira, M. L.; Sousa, N. A.; Thomaz, R.; Apostolos-Pereira, S. L.; Alves-Leon, S.; Piccolo, A. C.; De Oliveira, E. M.; Vasconcelos, C. C.; Muniz, A.; Neto, A. G.; De Oliveira, B. E.; Da Rocha, F.; Martins, G.; Dos Santos, G. A.; Ruocco, H. H.; Neto, H. S.; De Vecino, M. C.; Boaventura, M.; Dias, R. M.; Gomes, S.; Castro, A.; D'Almeida, J. A.; Rocha, L.; Pimentel, M. L.; Pitombeira, M.; Arambula, O.; Pereira, V.; Cabeca, H.; Goncalves, M. V.; Dias-Carneiro, R.; Ferreira, L.; Guimaraes, R.; Fortaleza, C. M.; Diniz, D.; Grzesiuk, A.; Kaimen-Maciel, D. R.; Comini-Frota, E.; Do Olival, G.; Siqueira, H. H.; Sato, H.; Calia, L.; Melges, L. D.; Dourado, M. E.; Ribeiro, M.; Sousa, M. A.; Parolin, M.; Da Gama, P.; Morales, R.; Sobreira, S.; Machado, S.; Ribeiro, T.; Fukuda, T.; Costa, V.; Vieira, V. L.; Perin, M.; Da Nobrega, A.; Moreira, A. J.; Disserol, C. C.; Silva, C. D. E.; Peixoto, C. A.; Pugliesi, E.; Miot, H.; Figueiredo, J. A.; Amorim, L.; Scolari, L.; Feo, L.; Mendes, L.; Machado, M. I.; Catao, R.; Menon, R.; Donadi, E.; Callegaro, D.; Fragoso, Y.; Adoni, T.; Von Glehn, F.; Brum, D.",,2020,Dec,Multiple Sclerosis Journal,26,3_SUPPL,95-97,WOS:000596547100188,,,#73170,Mendes 2020,Exclusion reason: Unable to locate full text; ,""
Patterns of seroconversion for SARS-CoV2-IgG in patients with malignant disease and association with anti-cancer therapy,"Thakkar, Astha; Pradhan, Kith; Jindal, Shawn; Cui, Zhu; Rockwell, Bradley; Shah, Akash; Packer, Stuart; Sica, R.Alejandro; Sparano, Joseph; Goldstein, D.Yitzhak; Verma, Amit; Goel, Sanjay; Halmos, Balazs","Patients with cancer have been identified in several studies to be at high risk of developing severe COVID-19; however, rates of SARS-CoV-2 IgG seroconversion and its association with cancer types and anti-cancer therapy remain obscure. We conducted a retrospective cohort study in patients with cancer that underwent SARS-CoV-2 IgG testing. Two hundred and sixty-one cancer patients underwent SARS-CoV-2 IgG testing and demonstrated a high rate of seroconversion (92%). However, significantly lower seroconversion was observed in patients with hematologic malignancies (82%), patients that received anti-CD-20 antibody therapy (59%), CAR-T/cellular therapy (33%) and stem cell transplant (60%). Interestingly, all 17 patients that received immunotherapy, including 16 that received anti-PD-1/PD-L1 monoclonal antibodies, developed SARS-Cov-2 IgG antibodies (100% seroconversion). These data show differential rates of seroconversion in specific patient groups and bear importance for clinical monitoring and vaccination strategies that are being developed to mitigate the COVID-19 pandemic",2020,,,,,,PPR259008,10.21203/rs.3.rs-127470/v1,,#72950,Thakkar 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Patients with Cancer Seroconvert Typically After SARS-CoV-2 Infection.,Anonymous,Patients with cancer and controls developed IgGs at the same rate and in the same time span. Copyright ©2020 American Association for Cancer Research.,2020,/,Cancer discovery,,101561693,,,https://dx.doi.org/10.1158/2159-8290.CD-RW2020-188,33380449,#72221,Anonymous 2020,Exclusion reason: Unable to locate full text; Christian Cao (2021-01-18 21:40:24)(Select): Unable to access; ,""
SARS-CoV-2 antibody responses in patients with aggressive haematological malignancies,"O'Nions, Jenny; Muir, Luke; Zheng, Jiexin; Rees-Spear, Chloe; Rosa, Annachiara; Earl, Christopher; Cherepanov, Peter; Gupta, Rajeev; Khwaja, Asim; Jolly, Clare; McCoy, Laura",,2020,,,,,,PPR220666,10.1101/2020.09.29.20202846,,#40126,O'Nions 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Extremely Low Prevalence of Asymptomatic COVID-19 Among Healthcare Workers Caring for COVID-19 Patients in Israeli Hospitals: a Cross-sectional Study,Temkin E. ,"OBJECTIVES: We aimed to compare the prevalence of asymptomatic COVID-19 among clinical staff in designated COVID-19 units vs. that among staff in similar units without known or suspected COVID-19 patients. METHOD(S): We conducted a cross-sectional survey of healthcare workers (HCW) in 8 Israeli general hospitals. The survey involved a questionnaire and a PCR test for SARS-CoV-2. We surveyed HCW in COVID-19 units and comparison units (internal medicine and cardiology) from April 30-May 7, 2020. RESULT(S): There were 522 participants: 291 from COVID-19 units and 231 from comparison units. Only one participant (0.2%, 95% CI: 0.005%-1.1%) tested positive for SARS-CoV-2: an asymptomatic nurse on a COVID-19 unit. In participating COVID-19 units there were two symptomatic HCW with confirmed COVID-19 in the two weeks before the survey; both were infected by contact with a co-worker outside of the COVID-19 unit. CONCLUSION(S): The low prevalence of asymptomatic COVID-19 among HCW, coupled with an absence of symptomatic COVID-19 acquired during patient care, suggest that. Israel's national guidelines for personal protective equipment, which are consistent with those of the World Health Organization, adequately protect HCW.Copyright © 2020 European Society of Clinical Microbiology and Infectious Diseases. Published by Elsevier Ltd. All rights reserved.",2020,/,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,,,,http://dx.doi.org/10.1016/j.cmi.2020.09.040,633110244,#44679,Temkin 2020,Exclusion reason:  No serological antibody testing ; ,""
Lack of antibodies to SARS-CoV-2 in a large cohort of previously infected persons.,"Petersen, Lyle R; Sami, Samira; Vuong, Nga; Pathela, Preeti; Weiss, Don; Morgenthau, Beth Maldin; Henseler, Rebecca A; Daskalakis, Demetre C; Atas, Jenny; Patel, Anita; Lukacs, Susan; Mackey, Lisa; Grohskopf, Lisa A; Thornburg, Natalie; Akinbami, Lara J","BACKGROUND: Reports suggest that some persons previously infected with severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) lack detectable IgG antibodies. We aimed to determine the proportion IgG seronegative and predictors for seronegativity among persons previously infected with SARS-CoV-2., METHODS: We analyzed serologic data collected from health care workers and first responders in New York City and the Detroit metropolitan area with history of a positive SARS-CoV-2 reverse transcriptase polymerase chain reaction (RT-PCR) test result and who were tested for IgG antibodies to SARS-CoV-2 spike protein at least 2 weeks after symptom onset., RESULTS: Of 2,547 persons with previous confirmed SARS-CoV-2 infection, 160 (6.3%) were seronegative. Of 2,112 previously symptomatic persons, the proportion seronegative slightly increased from 14 to 90 days post symptom onset (p=0.06). The proportion seronegative ranged from 0% among 79 persons previously hospitalized to 11.0% among 308 persons with asymptomatic infections. In a multivariable model, persons taking immunosuppressive medications were more likely to be seronegative (31.9%, 95% confidence interval [CI] 10.7%-64.7%), while participants of non-Hispanic Black race/ethnicity (versus non-Hispanic White) (2.7%, 95% CI 1.5%-4.8%), with severe obesity (versus under/normal weight) (3.9%, 95% CI 1.7%-8.6%), or with more symptoms were less likely to be seronegative., CONCLUSIONS: In our population with previous RT-PCR confirmed infection, approximately one in 16 persons lacked IgG antibodies. Absence of antibodies varied independently by illness severity, race/ethnicity, obesity, and immunosuppressive drug therapy. The proportion seronegative remained relatively stable among persons tested up to 90 days post symptom onset. Copyright Published by Oxford University Press for the Infectious Diseases Society of America 2020. This work is written by (a) US Government employee(s) and is in the public domain in the US.",2020,/,Clinical infectious diseases : an official publication of the Infectious Diseases Society of America,,"a4j, 9203213",,,https://dx.doi.org/10.1093/cid/ciaa1685,33147319,#51817,Petersen 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
[Analysis of anti-SARS-CoV-2 IgG antibodies in hematologic patients with asymptomatic or mildly symptomatic COVID-19 infections].,"Hagihara, Masao; Ohara, Shin; Ide, Shiro; Uchida, Tomoyuki; Inoue, Morihiro; Mitamura, Keiko","At our institution, an outbreak of hospital-acquired coronavirus infection (COVID-19) occurred in the hematology department. We used immunochromatography to examine the anti-COVID-19 IgG antibody level in 10 COVID-19 positive patients who exhibited little or no symptoms. Six patients were negative for IgG antibody at an average of 26 days (range: 11-39 days) after the COVID-19 diagnosis. Among them, two had been negative on PCR twice and were discharged but subsequently became positive on PCR 2-4 weeks later and developed pneumonia. These patients were also positive for IgG antibody after the confirmed diagnosis based on PCR accompanied with the development of pneumonia. Our findings suggest an immune response delay to COVID-19 in immunocompromised patients, such as those with hematologic disorders. Thus, follow-up examinations with antibody testing are important in these patients.",2020,/,[Rinsho ketsueki] The Japanese journal of clinical hematology,61,10,1459-1463,,https://dx.doi.org/10.11406/rinketsu.61.1459,33162440,#52879,Hagihara 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Antibody Profiling of COVID-19 Patients in an Urban Low-Incidence Region in Northern Germany,"Solbach, Werner; Schiffner, Julia; Backhaus, Insa; Burger, David; Staiger, Ralf; Tiemer, Bettina; Bobrowski, Andreas; Hutchings, Timothy; Mischnik, Alexander","A vast majority of COVID-19 cases present with mild or moderate symptoms. The study region is in an urban and well-defined environment in a low-incidence region in Northern Germany. In the present study, we explored the dynamics of the antibody response with respect to onset, level and duration in patients with confirmed SARS-CoV-2 infection. Anti-SARS-CoV-2 IgG and IgA were detected by automated enzyme-linked immunosorbent assay (ELISA) of SARS-CoV-2 infected patients monitored by the Health Protection Authority. This explorative monocentric study shows IgA and IgG antibody profiles from 118 patients with self-reported mild to moderate, or no COVID-19 related symptoms after laboratory-confirmed infection with SARS-CoV-2. We found that 21.7% and 18.1% of patients were seronegative for IgA or IgG, respectively. Clinically, most of the seronegative patients showed no to only moderate symptoms. With regard to antibody profiling 82% of all patients developed sustainable antibodies (IgG) and 78% (IgA) 3 weeks or later after the infection. Our data indicate that antibody-positivity is a useful indicator of a previous SARS-CoV-2 infection. Negative antibodies do not rule out SARS-CoV-2 infection. Future studies are needed to determine the functionality of the antibodies in terms of neutralization capacity leading to personal protection and prevention ability to transmit the virus as well as to protect after vaccination.",2020,,FRONTIERS IN PUBLIC HEALTH,8,,,,10.3389/fpubh.2020.570543,,#47087,Solbach 2020,Exclusion reason: People with confirmed/suspect covid-19 + no subgroups; ,""
Low prevalence of SARS-CoV-2 among patients presenting at a Parisian psychiatry University Hospital Group,El-Khoury F.; Cuenca M.; Niel P.; Dauriac-Le Masson V. ,"We examine the prevalence of SARS-CoV-2 infections among patients admitted to a Parisian psychiatric University Hospital Group (GHU). A total of 548 patients were admitted to the GHU's full-time psychiatric wards between April 6 and May 3 2020. More than 80% were tested. A total of 7 patients tested positive for the SARS-Cov-2 (1.3%), with 5 patients (in 92, 5.4%) testing positive in the first week. GHU patients presented a low prevalence of SARS-CoV-2, even if all patients live in the hardest hit region in France. Social isolation and loneliness, as well as self-isolation of patients with symptoms could explain our results.Copyright © 2020 Asociacion Universitaria de Zaragoza para el Progreso de la Psiquiatria y la Salud Mental",2020,/,European Journal of Psychiatry,,"(El-Khoury, Cuenca, Niel, Dauriac-Le Masson) Parisian University Hospital Group of Psychiatry and Neurosciences (GHU Paris - Psychiatry & Neurosciences), 1 rue Cabanis, Paris 75014, France",,,http://dx.doi.org/10.1016/j.ejpsy.2020.09.003,2007978480,#38659,El-Khoury 2020,Exclusion reason:  No serological antibody testing ; ,""
Rapid detection of SARS-CoV-2 antibodies in oral fluids,"MacMullan, Melanie; Chellamuthu, Prithivi; Mades, Aubree; Das, Sudipta; Turner, Fred; Slepnev, Vladimir; Ibrayeva, Albina",,2020,,,,,,PPR225496,10.1101/2020.10.12.20210609,,#40109,MacMullan 2020,"Exclusion reason: Wrong study design (anything other than cross sectional, repeated cross sectional, or cohort) ; ",""
"Saliva collected in universal transport media is an effective, simple and high-volume amenable method to detect SARS-CoV-2.","Berenger, Byron M; Conly, John M; Fonseca, Kevin; Hu, Jia; Louie, Thomas; Schneider, Angela R; Singh, Takshveer; Stokes, William; Ward, Linda; Zelyas, Nathan",,2020,/,Clinical microbiology and infection : the official publication of the European Society of Clinical Microbiology and Infectious Diseases,,"dy9, 9516420",,,https://dx.doi.org/10.1016/j.cmi.2020.10.035,33160035,#51891,Berenger 2020,Exclusion reason:  No serological antibody testing ; ,""
SARS-CoV-2 infection among patients with multiple sclerosis; A cross-sectional study,"Bayat, Mahnaz; Fayyazpoor, Alireza; Haghighi, Afshin Borhani; Salehi, Daniyal; Vardanjan, Hossein Molavi; Poursadeghfard, Maryam",,2020,,,,,,PPR227672,10.1101/2020.10.17.20214429,,#45161,Bayat 2020,Exclusion reason:  No serological antibody testing ; ,""
SARS-CoV-2 screening for asymptomatic health care workers in UK stem cell transplant units.,"Bloor, Adrian J C; Dignan, Fiona L; Lee, Julia; Orchard, Kim H",,2020,/,British journal of haematology,,"axc, 0372544",,,https://dx.doi.org/10.1111/bjh.17196,33216371,#51649,Bloor 2020,Exclusion reason:  No serological antibody testing ; ,""
