Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Prevalence and correlates of spitting on police officers: New risks in the COVID era.,"Strote, Jared; Warner, Joey; M Scales, Robert; J Hickman, Matthew","OBJECTIVES: Spitting is an occupational hazard of police work with increased risk due to the COVID-19 pandemic. We sought to calculate the prevalence of spitting on police officers in use of force incidents, as well as the demographic and situational factors associated with spitting., METHODS: Data on spitting were compiled from more than 10,000 use of force incidents occurring at 81 agencies in eight different states in the US., RESULTS: Spitting occurred in 3.6% of cases. Female and younger subjects and those using drugs and/or alcohol are more likely to spit on officers. Spitting is more likely to occur in incidents of longer duration, when officers use less force relative to subject resistance, when subjects are assaultive or engage in self-harm, and when subjects are hobbled., CONCLUSIONS: Spitting on officers is common and may now constitute a significant work hazard. Implications for police practice are discussed. Copyright © 2021 The Author(s). Published by Elsevier B.V. All rights reserved.",2021,/,Forensic science international,322,"f49, 7902034, 101766849",110747,,https://dx.doi.org/10.1016/j.forsciint.2021.110747,33743512,#91107,Strote 2021,"",""
"Telemedicine and urban diabetes during COVID-19 pandemic in Milano, Italy during lock-down: epidemiological and sociodemographic picture.","Luzi, Livio; Carruba, Michele; Crialesi, Roberta; Da Empoli, Stefano; Dagani, Regina; Lovati, Elisabetta; Nicolucci, Antonio; Berra, Cesare C; Cipponeri, Elisa; Vaccaro, Ketty; Lenzi, Andrea","BACKGROUND: Since 2010, more than half of World population lives in Urban Environments. Urban Diabetes has arisen as a novel nosological entity in Medicine. Urbanization leads to the accrual of a number of factors increasing the vulnerability to diabetes mellitus and related diseases. Herein we report clinical-epidemiological data of the Milano Metropolitan Area in the contest of the Cities Changing Diabetes Program. Since the epidemiological picture was taken in January 2020, on the edge of COVID-19 outbreak in the Milano Metropolitan Area, a perspective addressing potential interactions between diabetes and obesity prevalence and COVID-19 outbreak, morbidity and mortality will be presented. To counteract lock-down isolation and, in general, social distancing a pilot study was conducted to assess the feasibility and efficacy of tele-monitoring via Flash Glucose control in a cohort of diabetic patients in ASST North Milano., METHODS: Data presented derive from 1. ISTAT (National Institute of Statistics of Italy), 2. Milano ATS web site (Health Agency of Metropolitan Milano Area), which entails five ASST (Health Agencies in the Territories). A pilot study was conducted in 65 screened diabetic patients (only 40 were enrolled in the study of those 36 were affected by type 2 diabetes and 4 were affected by type 1 diabetes) of ASST North Milano utilizing Flash Glucose Monitoring for 3 months (mean age 65 years, HbA1c 7,9%. Patients were subdivided in 3 groups using glycemic Variability Coefficient (VC): a. High risk, VC > 36, n. 8 patients; Intermediate risk 20 < VC < 36, n. 26 patients; Low risk VC < 20, n. 4 patients. The control group was constituted by 26 diabetic patients non utilizing Flash Glucose monitoring., RESULTS: In a total population of 3.227.264 (23% is over 65 y) there is an overall prevalence of 5.65% with a significant difference between Downtown ASST (5.31%) and peripheral ASST (ASST North Milano, 6.8%). Obesity and overweight account for a prevalence of 7.8% and 27.7%, respectively, in Milano Metropolitan Area. We found a linear relationship (R = 0.36) between prevalence of diabetes and aging index. Similarly, correlations between diabetes prevalence and both older people depending index and structural dependence index (R = 0.75 and R = 0.93, respectively), were found. A positive correlation (R = 0.46) with percent of unoccupied people and diabetes prevalence was also found. A reverse relationship between diabetes prevalence and University level instruction rate was finally identified (R = - 0.82). Our preliminary study demonstrated a reduction of Glycated Hemoglobin (p = 0.047) at 3 months follow-up during the lock-down period, indicating Flash Glucose Monitoring and remote control as a potential methodology for diabetes management during COVID-19 lock-down., HYPOTHESIS AND DISCUSSION: The increase in diabetes and obesity prevalence in Milano Metropolitan Area, which took place over 30 years, is related to several environmental factors. We hypothesize that some of those factors may have also determined the high incidence and virulence of COVID-19 in the Milano area. Health Agencies of Milano Metropolitan Area are presently taking care of diabetic patients facing the new challenge of maintaining sustainable diabetes care costs in light of an increase in urban population and of the new life-style. The COVID-19 pandemic will modify the management of diabetic and obese patients permanently, via the implementation of approaches that entail telemedicine technology. The pilot study conducted during the lock-down period indicates an improvement of glucose control utilizing a remote glucose control system in the Milano Metropolitan Area, suggesting a wider utilization of similar methodologies during the present ""second wave"" lock-down.",2021,/,Acta diabetologica,,"a80, 9200299",,,https://dx.doi.org/10.1007/s00592-021-01700-2,33740123,#91106,Luzi 2021,"",""
The Case for S2: The Potential Benefits of the S2 Subunit of the SARS-CoV-2 Spike Protein as an Immunogen in Fighting the COVID-19 Pandemic.,"Shah, Priyanka; Canziani, Gabriela A; Carter, Erik P; Chaiken, Irwin","As COVID-19 cases continue to rise, it is imperative to learn more about antibodies and T-cells produced against the causative virus, SARS-CoV-2, in order to guide the rapid development of therapies and vaccines. While much of the current antibody and vaccine research focuses on the receptor-binding domain of S1, a less-recognized opportunity is to harness the potential benefits of the more conserved S2 subunit. Similarities between the spike proteins of both SARS-CoV-2 and HIV-1 warrant exploring S2. Possible benefits of employing S2 in therapies and vaccines include the structural conservation of S2, extant cross-reactive neutralizing antibodies in populations (due to prior exposure to common cold coronaviruses), the steric neutralization potential of antibodies against S2, and the stronger memory B-cell and T-cell responses. More research is necessary on the effect of glycans on the accessibility and stability of S2, SARS-CoV-2 mutants that may affect infectivity, the neutralization potential of antibodies produced by memory B-cells, cross-reactive T-cell responses, antibody-dependent enhancement, and antigen competition. This perspective aims to highlight the evidence for the potential advantages of using S2 as a target of therapy or vaccine design. Copyright © 2021 Shah, Canziani, Carter and Chaiken.",2021,/,Frontiers in immunology,12,101560960,637651,,https://dx.doi.org/10.3389/fimmu.2021.637651,33767706,#91071,Shah 2021,"",""
Combination therapy protects macaques against advanced Marburg virus disease.,"Cross, Robert W; Bornholdt, Zachary A; Prasad, Abhishek N; Borisevich, Viktoriya; Agans, Krystle N; Deer, Daniel J; Abelson, Dafna M; Kim, Do H; Shestowsky, William S; Campbell, Lioudmila A; Bunyan, Elaine; Geisbert, Joan B; Fenton, Karla A; Zeitlin, Larry; Porter, Danielle P; Geisbert, Thomas W","Monoclonal antibodies (mAbs) and remdesivir, a small-molecule antiviral, are promising monotherapies for many viruses, including members of the genera Marburgvirus and Ebolavirus (family Filoviridae), and more recently, SARS-CoV-2. One of the major challenges of acute viral infections is the treatment of advanced disease. Thus, extending the window of therapeutic intervention is critical. Here, we explore the benefit of combination therapy with a mAb and remdesivir in a non-human primate model of Marburg virus (MARV) disease. While rhesus monkeys are protected against lethal infection when treatment with either a human mAb (MR186-YTE; 100%), or remdesivir (80%), is initiated 5 days post-inoculation (dpi) with MARV, no animals survive when either treatment is initiated alone beginning 6 dpi. However, by combining MR186-YTE with remdesivir beginning 6 dpi, significant protection (80%) is achieved, thereby extending the therapeutic window. These results suggest value in exploring combination therapy in patients presenting with advanced filovirus disease.",2021,/,Nature communications,12,1,1891,,https://dx.doi.org/10.1038/s41467-021-22132-0,33767178,#91068,Cross 2021,"",""
Symptomatic features and prognosis of 932 hospitalized COVID-19 patients in Wuhan.,"Sun, Liang-Liang; Wang, Jian; Wang, Yu-Sheng; Hu, Ping-Fang; Zhao, Zheng-Qing; Chen, Wei; Ning, Bei-Fang; Yin, Chuan; Hao, Yu-Shi; Wang, Qiong; Wang, Chen; Liu, Ya-Long; Chen, Cheng; Yin, Ji-Zhong; Huang, Hai; Xie, Wei-Fen","BACKGROUND: COVID-19 has caused an ongoing worldwide pandemic. Much remains unknown about detailed symptomatic features of COVID-19 onset and rehabilitation., METHODS: In this retrospective cohort study, 932 hospitalized patients with COVID-19 in Wuhan were enrolled, including 52 severe cases and 880 non-severe cases. The symptomatic features were analyzed and compared between the severe and non-severe groups. All patients were followed up 3 months after discharge., RESULTS: Of the 932 patients, fever (60%), cough (50.8%), and fatigue (36.4%) were the most common symptoms, followed by anorexia (21.8%) and dyspnea (19.2%). The median duration of fever was 7 days, which was characterized by persistent low fever. The median duration of cough was 17 days, characterized by dry cough without sputum. Most dyspnea occurred on the fourth day after illness onset, with a median duration of 16 days. The incidences of taste loss and olfactory disturbance were only 6.2% and 3.1%, respectively. After adjusting age and gender, multivariate regression analysis showed that fever lasting for more than 5 days (OR 1.90, 95%CI 1.00-3.62, P = 0.0498), anorexia at onset (2.61, 1.26-5.40, P = 0.0096), and modified Medical Research Council level above grade 2 when dyspnea occurred (14.19, 7.01-28.71, P < 0.0001) were symptomatic risk factors for severe COVID-19. Through follow-up, cough (6.2%), dyspnea (7.2%), fatigue (1.8%), olfactory and taste disorders (1.5%) were the significant remaining symptoms., CONCLUSIONS: COVID-19 caused clusters of symptoms with multiple systems involved. Certain symptomatic characteristics have predictive value for severe COVID-19. Short-term follow-up showed that most patients had a good prognosis. Copyright This article is protected by copyright. All rights reserved.",2021,/,Journal of digestive diseases,,101302699,,,https://dx.doi.org/10.1111/1751-2980.12983,33742780,#91093,Sun 2021,"",""
New-Onset Atrial Arrhythmias Associated With Mortality in Black and White Patients Hospitalized with COVID-19.,"Dagher, Lilas; Shi, Hanyuan; Zhao, Yan; Wetherbie, Andrew; Johnsen, Erik; Sangani, Deep; Nedunchezhian, Saihariharan; Brown, Margo; Miller, Peter; Denson, Joshua; Schieffelin, John; Marrouche, Nassir","BACKGROUND: Specific details about cardiovascular complications, especially arrhythmias, related to the coronavirus disease of 2019 (COVID-19) are not well described., OBJECTIVE: We sought to evaluate the incidence and predictive factors of cardiovascular complications and new-onset arrhythmias in Black and White hospitalized COVID-19 patients and determine the impact of new-onset arrhythmia on outcomes., METHODS: We collected and analyzed baseline demographic and clinical data from COVID-19 patients hospitalized at the Tulane Medical Center in New Orleans, Louisiana, between March 1st and May 1st , 2020., RESULTS: Among 310 hospitalized COVID-19 patients, the mean age was 61.4 +/- 16.5 years, with 58,7% females, and 67% Black patients. Black patients were more likely to be younger, have diabetes and obesity. The incidence of cardiac complications was 20%, with 9% of patients having new-onset arrhythmia. There was no significant difference in cardiovascular outcomes between Black and White patients. A multivariate analysis determined age>=60 years to be a predictor of new-onset arrhythmia (OR = 7.36, 95% CI [1.95;27.76], p = 0.003). D-dimer levels positively correlated with cardiac and new-onset arrhythmic event. New onset atrial arrhythmias predicted in-hospital mortality (OR = 2.99 95% CI [1.35;6.63], p = 0.007), a longer intensive care unit length of stay (mean of 6.14 days, 95% CI [2.51;9.77], p = 0.001) and mechanical ventilation duration(mean of 9.08 days, 95% CI [3.75;14.40], p = 0.001)., CONCLUSION: Our results indicate that new onset atrial arrhythmias are commonly encountered in COVID-19 patients and can predict in-hospital mortality. Early elevation in D-dimer in COVID-19 patients is a significant predictor of new onset arrhythmias. Our finding suggest continuous rhythm monitoring should be adopted in this patient population during hospitalization to better risk stratify hospitalized patients and prompt earlier intervention. This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.",2021,/,Pacing and clinical electrophysiology : PACE,,"pab, 7803944",,,https://dx.doi.org/10.1111/pace.14226,33742724,#91092,Dagher 2021,"",""
"""Mask up to keep it up"": preliminary evidence of the association between erectile dysfunction and COVID-19.","Sansone, Andrea; Mollaioli, Daniele; Ciocca, Giacomo; Colonnello, Elena; Limoncin, Erika; Balercia, Giancarlo; Jannini, Emmanuele A","BACKGROUND: Erectile dysfunction (ED), as the hallmark of endothelial dysfunction, could be a short- or long-term complication of COVID-19. Additionally, being ED a clinical marker and predictor of Non-communicable Chronic Diseases, particularly cardiovascular, subjects with ED could potentially have a higher risk of contracting COVID-19., OBJECTIVES: To investigate the prevalence of ED among subjects with a reported diagnosis of COVID-19 and to measure the association of COVID-19 and ED., MATERIALS AND METHODS: We reviewed data from the Sex@COVID online survey (performed between April 7th and May 4th , 2020 in Italy) to retrieve a sample of Italian male sexually active subjects with reported SARS-CoV-2 infection. A matching sample of COVID-19 negative male sexually active subjects was also retrieved using propensity score matching in a 3:1 ratio. The survey used different standardized psychometric tools to measure effects of lockdown and social distancing on the intrapsychic, relational, and sexual health of Italian subjects., RESULTS: 100 subjects were included in the analysis (25 COVID positive; 75 COVID negative). Prevalence of ED, measured with the Sexual Health Inventory for Men, was significantly higher in the COVID+ group (28% vs 9.33%; p = 0.027). Logistic regression models confirmed a significant effect of COVID-19 on the development of ED, independently of other variables affecting erectile function, such as psychological status, age and BMI [OR 5.66 ,95% CI: 1.50 - 24.01]. Likewise, subjects with ED were more likely to have COVID-19, once corrected for age and BMI [OR 5.27, 95% CI: 1.49 - 20.09]., DISCUSSION AND CONCLUSION: On top of well-described pathophysiological mechanisms, there is preliminary evidence in a real-life population of ED as a risk factor of developing COVID-19 and possibly occurring as a consequence of COVID-19. Universal vaccination against the Covid-19 and the personal protective equipment could possibly have the added benefit of preventing sexual dysfunctions. Copyright This article is protected by copyright. All rights reserved.",2021,/,Andrology,,101585129,,,https://dx.doi.org/10.1111/andr.13003,33742540,#91090,Sansone 2021,"",""
High rates of Antibiotic prescriptions in children with COVID-19 or Multisystem Inflammatory Syndrome: a multinational experience in 990 cases from Latin America.,"Yock-Corrales, Adriana; Lenzi, Jacopo; Ulloa-Gutierrez, Rolando; Gomez-Vargas, Jessica; Antunez-Montes, Omar Yassef; Rios Aida, Jorge Alberto; Del Aguila, Olguita; Arteaga-Menchaca, Erick; Campos, Francisco; Uribe, Fadia; Parra Buitrago, Andrea; Maria Betancur Londono, Lina; Brizuela, Martin; Buonsenso, Danilo","AIM: This study aims to assess rates of antibiotic prescriptions and its determinants in in children with COVID-19 or Multisystem Inflammatory Syndrome (MIS-C)., METHODS: Children < 18 years-old assessed in five Latin Americas countries with a diagnosis of COVID-19 or MIS-C were enrolled. Antibiotic prescriptions and factors associated with their use were assessed., RESULTS: A total of 990 children were included: 921 (93%) with COVID-19, 69 (7.0%) with MIS-C. The prevalence of antibiotic use was 24.5% (n = 243). MIS-C with (OR = 45.48) or without (OR = 10.35) cardiac involvement, provision of intensive care (OR = 9.60), need for hospital care (OR = 6.87), pneumonia and/or ARDS detected through chest X-rays (OR = 4.40), administration of systemic corticosteroids (OR = 4.39), oxygen support, mechanical ventilation or CPAP (OR = 2.21), pyrexia (OR = 1.84), and female sex (OR = 1.50) were independently associated with increased use of antibiotics. There was significant variation in antibiotic use across the hospitals., CONCLUSION: Our study showed a high rate of antibiotic prescriptions in children with COVID-19, in particular in those with severe disease or MIS-C. Prospective studies are needed to provide better evidence on the recognition and management of bacterial infections in COVID-19 children. Copyright This article is protected by copyright. All rights reserved.",2021,/,"Acta paediatrica (Oslo, Norway : 1992)",,"bgc, 9205968",,,https://dx.doi.org/10.1111/apa.15847,33742466,#91089,Yock-Corrales 2021,"",""
Effect of the SARS-CoV-2 pandemic on mortality related to high-risk emergency and major elective surgery.,"Deputy, M; Rao, C; Worley, G; Balinskaite, V; Bottle, A; Aylin, P; Burns, E M; Faiz, O","These data show large reductions in both elective and emergency activity that are concerning for unmeasured morbidity and mortality within the community. The risk of mortality following high-risk EGS and major elective surgery during the first wave of the pandemic did not differ when compared with date-matched patient cohorts from 2019. The prevalence of concomitant SARS-CoV-2 infection in this surgical population is low. Copyright © The Author(s) 2021. Published by Oxford University Press on behalf of BJS Society Ltd. All rights reserved. For permissions, please email: journals.permissions@oup.com.",2021,/,The British journal of surgery,,"b34, 0372553",,,https://dx.doi.org/10.1093/bjs/znab029,33742195,#91087,Deputy 2021,"",""
Coronapod: Why COVID antibody treatments may not be the answer.,"Baker, Noah; Ledford, Heidi",,2021,/,Nature,,0410462,,,https://dx.doi.org/10.1038/d41586-021-00766-w,33742175,#91086,Baker 2021,"",""
Kidney Transplant Recipients Rarely Show an Early Antibody Response Following the First COVID-19 Vaccine Administration.,"Yi, Stephanie G; Knight, Richard J; Graviss, Edward A; Nguyen, Duc T; Ghobrial, R Mark; Gaber, A Osama; Huang, Howard J",,2021,/,Transplantation,,"wej, 0132144",,,https://dx.doi.org/10.1097/TP.0000000000003764,33741844,#91085,Yi 2021,"",""
"SARS-CoV-2 infection and transmission in primary schools in England in June-December, 2020 (sKIDs): an active, prospective surveillance study.","Ladhani, Shamez N; Baawuah, Frances; Beckmann, Joanne; Okike, Ifeanichukwu O; Ahmad, Shazaad; Garstang, Joanna; Brent, Andrew J; Brent, Bernadette; Walker, Jemma; Andrews, Nick; Ireland, Georgina; Aiano, Felicity; Amin-Chowdhury, Zahin; Letley, Louise; Flood, Jessica; Jones, Samuel E I; Borrow, Ray; Linley, Ezra; Zambon, Maria; Poh, John; Saliba, Vanessa; Amirthalingam, Gayatri; Lopez Bernal, Jamie; Brown, Kevin E; Ramsay, Mary E","BACKGROUND: Little is known about the risk of SARS-CoV-2 infection and transmission in educational settings. Public Health England initiated a study, COVID-19 Surveillance in School KIDs (sKIDs), in primary schools when they partially reopened from June 1, 2020, after the first national lockdown in England to estimate the incidence of symptomatic and asymptomatic SARS-CoV-2 infection, seroprevalence, and seroconversion in staff and students., METHODS: sKIDs, an active, prospective, surveillance study, included two groups: the weekly swabbing group and the blood sampling group. The swabbing group underwent weekly nasal swabs for at least 4 weeks after partial school reopening during the summer half-term (June to mid-July, 2020). The blood sampling group additionally underwent blood sampling for serum SARS-CoV-2 antibodies to measure previous infection at the beginning (June 1-19, 2020) and end (July 3-23, 2020) of the summer half-term, and, after full reopening in September, 2020, and at the end of the autumn term (Nov 23-Dec 18, 2020). We tested for predictors of SARS-CoV-2 antibody positivity using logistic regression. We calculated antibody seroconversion rates for participants who were seronegative in the first round and were tested in at least two rounds., FINDINGS: During the summer half-term, 11 966 participants (6727 students, 4628 staff, and 611 with unknown staff or student status) in 131 schools had 40 501 swabs taken. Weekly SARS-CoV-2 infection rates were 4.1 (one of 24 463; 95% CI 0.1-21.8) per 100 000 students and 12.5 (two of 16 038; 1.5-45.0) per 100 000 staff. At recruitment, in 45 schools, 91 (11.2%; 95% CI 7.9-15.1) of 816 students and 209 (15.1%; 11.9-18.9) of 1381 staff members were positive for SARS-CoV-2 antibodies, similar to local community seroprevalence. Seropositivity was not associated with school attendance during lockdown (p=0.13 for students and p=0.20 for staff) or staff contact with students (p=0.37). At the end of the summer half-term, 603 (73.9%) of 816 students and 1015 (73.5%) of 1381 staff members were still participating in the surveillance, and five (four students, one staff member) seroconverted. By December, 2020, 55 (5.1%; 95% CI 3.8-6.5) of 1085 participants who were seronegative at recruitment (in June, 2020) had seroconverted, including 19 (5.6%; 3.4-8.6) of 340 students and 36 (4.8%; 3.4-6.6) of 745 staff members (p=0.60)., INTERPRETATION: In England, SARS-CoV-2 infection rates were low in primary schools following their partial and full reopening in June and September, 2020., FUNDING: UK Department of Health and Social Care. Copyright © 2021 Elsevier Ltd. All rights reserved.",2021,/,The Lancet. Child & adolescent health,,101712925,,,https://dx.doi.org/10.1016/S2352-4642(21)00061-4,33740430,#91084,Ladhani 2021,"",""
"No association between vitamin D status and COVID-19 infection in Sao Paulo, Brazil.","Brandao, Cynthia M Alvares; Chiamolera, Maria Izabel; Biscolla, Rosa Paula Mello; Lima, Jose Viana Junior; De Francischi Ferrer, Claudia M; Prieto, Wesley Heleno; de Sa Tavares Russo, Pedro; de Sa, Jose; Dos Santos Lazari, Carolina; Granato, Celso Francisco H; Vieira, Jose Gilberto H","In recent years the immunomodulatory actions of vitamin D, a steroid hormone, have been extensively studied. In 2020, due to the COVID-19 pandemic, the question arose as to 25(OH)D status would be related to susceptibility to SARS-CoV-2 infection, since several studies pointed out a higher prevalence and severity of the disease in populations with low levels of 25(OH)D. Thus, we investigated the 25(OH)D levels in adults ""Detected"" positive for SARS CoV-2 by RT-PCR (reverse transcriptase polymerase chain reaction) test, and in negative controls, ""not Detected"", using the Fleury Group's examination database, in Sao Paulo, Brazil. Of a total of 14.692 people with recent assessments of 25(OH)D and RT-PCR tests for COVID-19, 2.345 were positive and 11.585 were negative for the infection. The groups did not differ in the percentage of men and women, or in the age distribution. There were no differences in the distribution of 25(OH)D between the two groups (p = 0.08); mean 25(OH)D of 28.8 +/- 21.4 ng/mL and 29.6 +/- 18.1 ng/mL, respectively. In the specific population studied, clinical, environmental, socioeconomic and cultural factors should have greater relevance than 25(OH)D in determining the susceptibility to COVID-19.",2021,/,Archives of endocrinology and metabolism,,101652058,,,https://dx.doi.org/10.20945/2359-3997000000343,33740339,#91083,Brandao 2021,"",""
Effect of Protein Corona on Nanoparticle-Lipid Membrane Binding: The Binding Strength and Dynamics.,"Lee, Hwankyu","All-atom molecular dynamics simulations of the 10 nm-sized anionic polystyrene (PS) particle complexed with plasma proteins (human serum albumin, immunoglobulin gamma-1 chain-C, and apolipoprotein A-I) adsorbed onto lipid bilayers [asymmetrically composed of extracellular (zwitterionic) and cytosolic (anionic) leaflets] are performed. Free energies calculated from umbrella sampling simulations show that proteins on the particle more weakly bind to the zwitterionic leaflet than do bare particles, in agreement with experiments showing the suppression of the particle-bilayer binding by protein corona. Proteins on the particle interact more strongly with the anionic leaflet than with the zwitterionic leaflet because of charge interactions between cationic protein residues and anionic lipid headgroups, to an extent dependent on various plasma proteins. In particular, hydrogen bonds between proteins and zwitterionic leaflets restrict the motion of lipids and thus reduce the lateral dynamics of bilayers, while the tight binding between proteins and anionic leaflets disrupts the helical structure of proteins and disorders lipids, leading to an increase in the lateral dynamics of bilayers. These findings help explain the experimental observation regarding the fact that the bilayer dynamics decreases when interacting with protein corona and suggest that the effect of protein corona on the binding strength and bilayer dynamics depends on protein types and bilayer charges.",2021,/,Langmuir : the ACS journal of surfaces and colloids,,9882736,,,https://dx.doi.org/10.1021/acs.langmuir.1c00249,33739835,#91081,Lee 2021,"",""
Evaluating the effects of shelter-in-place policies during the COVID-19 pandemic.,"Berry, Christopher R; Fowler, Anthony; Glazer, Tamara; Handel-Meyer, Samantha; MacMillen, Alec","We estimate the effects of shelter-in-place (SIP) orders during the first wave of the COVID-19 pandemic. We do not find detectable effects of these policies on disease spread or deaths. We find small but measurable effects on mobility that dissipate over time. And we find small, delayed effects on unemployment. We conduct additional analyses that separately assess the effects of expanding versus withdrawing SIP orders and test whether there are spillover effects in other states. Our results are consistent with prior studies showing that SIP orders have accounted for a relatively small share of the mobility trends and economic disruptions associated with the pandemic. We reanalyze two prior studies purporting to show that SIP orders caused large reductions in disease prevalence, and show that those results are not reliable. Our results do not imply that social distancing behavior by individuals, as distinct from SIP policy, is ineffective.",2021,/,Proceedings of the National Academy of Sciences of the United States of America,118,15,,,https://dx.doi.org/10.1073/pnas.2019706118,33766888,#91066,Berry 2021,"",""
Human mobility and poverty as key drivers of COVID-19 transmission and control.,"Yechezkel, Matan; Weiss, Amit; Rejwan, Idan; Shahmoon, Edan; Ben-Gal, Shachaf; Yamin, Dan","BACKGROUND: Applying heavy nationwide restrictions is a powerful method to curtail COVID-19 transmission but poses a significant humanitarian and economic crisis. Thus, it is essential to improve our understanding of COVID-19 transmission, and develop more focused and effective strategies. As human mobility drives transmission, data from cellphone devices can be utilized to achieve these goals., METHODS: We analyzed aggregated and anonymized mobility data from the cell phone devices of> 3 million users between February 1, 2020, to May 16, 2020 - in which several movement restrictions were applied and lifted in Israel. We integrated these mobility patterns into age-, risk- and region-structured transmission model. Calibrated to coronavirus incidence in 250 regions covering Israel, we evaluated the efficacy and effectiveness in decreasing morbidity and mortality of applying localized and temporal lockdowns (stay-at-home order)., RESULTS: Poorer regions exhibited lower and slower compliance with the restrictions. Our transmission model further indicated that individuals from impoverished areas were associated with high transmission rates. Considering a horizon of 1-3 years, we found that to reduce COVID-19 mortality, school closure has an adverse effect, while interventions focusing on the elderly are the most efficient. We also found that applying localized and temporal lockdowns during regional outbreaks reduces the overall mortality and morbidity compared to nationwide lockdowns. These trends were consistent across vast ranges of epidemiological parameters, and potential seasonal forcing., CONCLUSIONS: More resources should be devoted to helping impoverished regions. Utilizing cellphone data despite being anonymized and aggregated can help policymakers worldwide identify hotspots and apply designated strategies against future COVID-19 outbreaks.",2021,/,BMC public health,21,1,596,,https://dx.doi.org/10.1186/s12889-021-10561-x,33765977,#91065,Yechezkel 2021,"",""
Clinical features of venous thromboembolism in patients with coronavirus disease 2019 (covid-19) in japan - a case series study -,Yamashita Y.; Hara N.; Obana M.; Ikeda S.; Furuichi M.; Ishiguro S.; Iwai T.; Kobayashi T.; Mo M.; Yamada N. ,"Background: Suspicion that the coronavirus disease 2019 (COVID-19) caused venous thromboembolism (VTE). Methods and Results: We conducted a case series study of 5 VTE patients with COVID-19 in Japan. The median body mass index was 27.7 kg/m2, and all patients required mechanical ventilation during hospitalization. Patients were diagnosed as VTE in the intensive care unit (ICU), general ward, and outpatient ward. Conclusion(s): The current case series study revealed some clinical features of VTE patients with COVID-19 in Japan, including obese patients and those requiring mechanical ventilation during hospitalization, who should be followed closely for VTE, even after leaving the ICU.Copyright © 2021 Japanese Circulation Society. All rights reserved.",2021,/,Circulation Journal,85,3,309-313,,http://dx.doi.org/10.1253/circj.CJ-20-1302,2011149210,#92545,Yamashita 2021,"",""
The urgent need to vaccinate dialysis patients against severe acute respiratory syndrome coronavirus 2: a call to action,Francis A.; Baigent C.; Ikizler T.A.; Cockwell P.; Jha V. ,,2021,/,Kidney International,99,4,791-793,,http://dx.doi.org/10.1016/j.kint.2021.02.003,2011148876,#92544,Francis 2021,"",""
Sputnik V COVID-19 vaccine candidate appears safe and effective,Jones I.; Roy P. ,,2021,/,The Lancet,397,10275,642-643,,http://dx.doi.org/10.1016/S0140-6736%2821%2900191-4,2011057047,#92543,Jones 2021,"",""
A physicochemical model for rationalizing SARS-CoV-2 concentration in sewage. Case study: The city of Thessaloniki in Greece,Petala M.; Dafou D.; Kostoglou M.; Karapantsios T.; Kanata E.; Chatziefstathiou A.; Sakaveli F.; Kotoulas K.; Arsenakis M.; Roilides E.; Sklaviadis T.; Metallidis S.; Papa A.; Stylianidis E.; Papadopoulos A.; Papaioannou N. ,"Detection of SARS-CoV-2 in sewage has been employed by several researchers as an alternative early warning indicator of virus spreading in communities, covering both symptomatic and asymptomatic cases. A factor that can seriously mislead the quantitative measurement of viral copies in sewage is the adsorption of virus fragments onto the highly porous solids suspended in wastewater, making them inaccessible. This depends not only on the available amount of suspended solids, but also on the amount of other dissolved chemicals which may influence the capacity of adsorption. On this account, the present work develops a mathematical framework, at various degrees of spatial complexity, of a physicochemical model that rationalizes the quantitative measurements of total virus fragments in sewage as regards the adsorption of virus onto suspended solids and the effect of dissolved chemicals on it. The city of Thessaloniki in Greece is employed as a convenient case study to determine the values of model variables. The present data indicate the ratio of the specific absorption (UV254/DOC) over the dissolved oxygen (DO) as the parameter with the highest correlation with viral copies. This implies a strong effect on viral inaccessibility in sewage caused (i) by the presence of humic-like substances and (ii) by virus decay due to oxidation and metabolic activity of bacteria. The present results suggest days where many fold corrections in the measurement of viral copies should be applied. As a result, although the detected RNA load in June 2020 is similar to that in April 2020, virus shedding in the city is about 5 times lower in June than in April, in line with the very low SARS-CoV-2 incidence and hospital admissions for COVID-19 in Thessaloniki in June.Copyright © 2020 The Authors",2021,/,Science of the Total Environment,755,"(Petala, Sakaveli) Laboratory of Environmental Engineering & Planning, Department of Civil Engineering, Aristotle University of Thessaloniki, Thessaloniki 54 124, Greece(Dafou, Chatziefstathiou, Arsenakis) Department of Genetics, Development and Molecular",142855,,http://dx.doi.org/10.1016/j.scitotenv.2020.142855,2008378266,#92518,Petala 2021,"",""
