Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Seroprevalence of SARS-CoV2 in IBD patients treated with biological therapy.,"Berte', Roberto; Mazza, Stefano; Stefanucci, Marta Rachele; Noviello, Daniele; Costa, Stefania; Ciafardini, Clorinda; Mileti, Erika; Mapelli, Marina; Pasqualato, Sebastiano; Pinto, Sergio; Favale, Agnese; Vecchi, Maurizio; Neurath, Markus F; Atreya, Raja; Fantini, Massimo Claudio; Facciotti, Federica; Caprioli, Flavio","BACKGROUND AND AIMS: A similar course of COVID-19 in patients with inflammatory bowel diseases (IBD) and in the general population has been reported. However, disease prevalence in IBD patients is presently unknown. In this prospective observational study we aimed at determining SARS-CoV2 infection prevalence in IBD patients treated with biological therapy., METHODS: 354 sera from IBD patients under biological therapy recruited from three different locations in Italy and Germany were evaluated for antibody presence by RBD ELISA. Control groups were i) age-matched healthy subjects tested in the same time period in Milan, Italy; ii) healthy subjects collected in the pre-COVID era; iii) IBD patients under biological therapy collected in the pre-COVID era., RESULTS: 8 out of 354 patients tested positive for the anti-RBD-SARS-CoV2 IgG antibody (prevalence 2.3%). IgG positive patients' percentage recruited from Milan was significantly higher than those recruited from other locations (prevalence 5.4% vs. 0.4% p < 0.005). IgG positive patients reported a significantly higher incidence of fever, anosmia and ageusia, and were more likely to have entered in close contact with COVID-19 positive subjects before the study enrolment., CONCLUSIONS: Seroprevalence of SARS-CoV2 in IBD patients treated with biological therapy reflects values measured in the local general population. Specific symptoms and contact history with SARS-CoV2-infected individuals strongly increase the likelihood of SARS-CoV2 seropositivity. Copyright © The Author(s) 2020. Published by Oxford University Press on behalf of European Crohn's and Colitis Organisation. All rights reserved. For permissions, please email: journals.permissions@oup.com.",2020,/,Journal of Crohn's & colitis,,101318676,,,https://dx.doi.org/10.1093/ecco-jcc/jjaa237,33211810,#51628,Berte' 2020,"",""
Seroprevalence of anti-SARS-CoV-2 IgG Antibodies in the Staff of a Public School System in the Midwestern United States,"Lopez, Lilah; Nguyen, Thao; Weber, Graham; Kleimola, Katlyn; Bereda, Megan; Liu, Yiling; Accorsi, Emma; Skates, Steven; Santa Maria, John; Smith, Kendal; Kalinich, Mark",,2020,,,,,,PPR230652,10.1101/2020.10.23.20218651,,#45246,Lopez 2020,"",""
"SARS-CoV-2 Seropositivity in Asymptomatic Frontline Health Workers in Ibadan, Nigeria.","Olayanju, Olatunde; Bamidele, Olabisi; Edem, Fabian; Eseile, Bola; Amoo, Abimbola; Nwaokenye, Jude; Udeh, Chioma; Oluwole, Gabriel; Odok, Gabriel; Awah, Nnaemeka","Global health has been thrown into turmoil by the COVID-19 pandemic, which has caused devastating morbidity and unprecedented loss of life in almost all continents of the world. It was predicted that the magnitude of the pandemic in Africa will be high because of poor health structure and intensely poor living condition, but that has not happened, surprisingly. It was hypothesized that the youthful population and a vastly primed immune system were protective, and many people may have been exposed without coming down with the severe disease. Most of them would have presented in hospitals with other medical conditions and possibly transmit COVID-19 to health workers inadvertently. This study is designed to measure serum SARS-CoV-2 IgG levels in health workers as a marker of latent exposure. Asymptomatic frontline health workers were randomly selected from the University College Hospital Ibadan, Nigeria; venous blood samples were obtained from them, and the serum SARS-CoV-2 IgG level was determined using ELISA techniques. A proportion of participants with seropositivity were obtained, and factors associated with seropositivity were determined. A total of 133 participants were recruited for this study. And, 60 (45.1%) of them were seropositive for SARS-CoV-2. Among the seropositive participants were doctors, nurses, health assistants, laboratory scientists and technicians, and nonmedical staff. Obstetrics, gynecology, and emergency departments had higher odds of seropositivity. Seroprevalence of SARS-CoV-2 is very high among frontline health workers, though asymptomatic. This calls for a more stringent precaution against further spread within the hospital environment.",2020,/,The American journal of tropical medicine and hygiene,,"3zq, 0370507",,,https://dx.doi.org/10.4269/ajtmh.20-1235,33185181,#51758,Olayanju 2020,"",""
"SARS-CoV-2 seroprevalence in healthcare workers of dedicated-COVID hospitals and non–COVID hospitals of District Srinagar, Kashmir","Khan, Muhammad Salim; Haq, Inaamul; Qurieshi, Mariya Amin; Majid, Sabhiya; Bhat, Arif Akbar; Obaid, Muhammad; Qazi, Tanzeela Bashir; Chowdri, Iqra Nisar; Sabah, Iram; Kawoosa, Misbah Ferooz; Lone, Abdul Aziz; Nabi, Shahroz; Sumji, Ishtiyaq Ahmad; Kousar, Rafiya",,2020,,,,,,PPR230671,10.1101/2020.10.23.20218164,,#45165,Khan 2020,"",""
Seroprevalence of SARS-CoV-2 IgG in healthcare workers and other staff at North Bristol NHS Trust: a sociodemographic analysis,"Jones, Christopher; Hamilton, Fergus; Thompson, Ameeka; Morris, Tim; Moran, Ed",,2020,,,,,,PPR238358,10.1101/2020.11.12.20230458,,#51458,Jones 2020,"",""
"SARS-CoV-2 Seroprevalence Study in Pimpri-Chinchwad, Maharashtra, India Coinciding with Falling Trend – Do the Results Suggest Imminent Herd Immunity?","Banerjee, Amitav; Gaikwad, Bhargav; Desale, Atul; Jadhav, Sudhir; Bhawalkar, Jitendra; Salve, Pavan; Dange, Varsha; Raut, Chandrashekhar; Rathod, Hetal",,2020,,,,,,PPR239956,10.2139/ssrn.3729394,,#51509,Banerjee 2020,"",""
Critical care workers have lower seroprevalence of SARS-CoV-2 IgG compared with non-patient facing staff in first wave of COVID19,"Baxendale, H.E.; Wells, D; Gronlund, J; Nadesalingam, A; Paloniemi, M; Carnell, G; Tonks, P; Ceron-Gutierrez, L; Ebrahimi, S; Sayer, A; Briggs, J.A.G.; Xiong, X; Nathan, J.A.; Grice, G.L.; James, L.C.; Luptak, J; Pai, S; Heeney, J.L.; Doffinger, R",,2020,,,,,,PPR237450,10.1101/2020.11.12.20145318,,#51419,Baxendale 2020,"",""
"Seroprevalence of SARS-CoV-2 antibodies in Saint Petersburg, Russia: a population-based study","Barchuk, Anton; Skougarevskiy, Dmitriy; Titaev, Kirill; Shirokov, Daniil; Raskina, Yulia; Novkunkskaya, Anastasia; Talantov, Petr; Isaev, Artur; Pomerantseva, Ekaterina; Zhikrivetskaya, Svetlana; Barabanova, Lubov; Volkov, Vadim",,2020,,,,,,PPR234603,10.1101/2020.11.02.20221309,,#51345,Barchuk 2020,"",""
"Prevalence of COVID-19 antibodies in healthcare workers at the peak of the pandemic in Mumbai, India: A preliminary study.","Singhal, Tanu; Shah, Sweta; Naik, Reshma; Kazi, Amreen; Thakkar, Pooja",Healthcare worker (HCW) infections due to COVID-19 are of serious consequence. Testing for antibodies against COVID-19 in HCWs has been previously recommended. We conducted a serosurvey in HCWs at a private hospital in Mumbai which is treating COVID patients. A total of 244 HCWs were tested. The prevalence of infection in asymptomatic HCWs was 4.3% and in previously symptomatic untested HCWs was 70%. We recommend that HCWs with a previous history of COVID symptoms who were not tested/tested negative by reverse transcription-polymerase chain reaction should be tested for antibodies at least 2 weeks after onset of symptoms.,2020,/,Indian journal of medical microbiology,38,3 & 4,461-463,,https://dx.doi.org/10.4103/ijmm.IJMM_20_308,33154264,#52323,Singhal 2020,"",""
Seroprevalence of SARS-Cov-2 in the setting of a non-dedicated COVID-19 hospital in a low CoV-2 incidence area: Implications for surgery.,"Medas, Fabio; Cappellacci, Federico; Anedda, Giacomo; Canu, Gian Luigi; Del Giacco, Stefano; Calo, Pietro Giorgio; Firinu, Davide","The aim of this study was to assess the seroprevalence of SARS-Cov-2 in the setting of a non-dedicated COVID-19 hospital in a low CoV-2 incidence area. We analysed the data of the patients admitted at our surgical department during the period 31st March - June 30, 2020. Among 86 patients included in the study, we found 2 (2.3%) patients positive for both SARS-CoV-2 specific IgM and IgG, 2 (2.3%) for only SARS-CoV-2 specific IgM, and 1 for only SARS-CoV-2 specific IgG. Thus, seroprevalence for SARS-CoV-2 was 5.8%; nasopharyngeal swab was negative in all the cases. Considering the current limitations in sensitivity of nasopharyngeal swab, the uncertainty in the natural history of SARS-CoV2, and the reported prevalence of CoV-2, we think that careful preadmission triage and tests, the use of personal protective equipment and safe management of surgical smoke are mandatory also in our context of low CoV-2 incidence area. Copyright © 2020 Published by Elsevier Ltd on behalf of IJS Publishing Group Ltd.",2020,/,Annals of medicine and surgery (2012),60,101616869,261-262,,https://dx.doi.org/10.1016/j.amsu.2020.11.006,33163178,#52578,Medas 2020,"",""
"Prevalence of Coronavirus Antibody Among First Responders in Lubbock, Texas.","Iwuji, Kenneth; Islam, Ebtesam; Berdine, Gilbert; Nugent, Kenneth; Test, Victor; Tijerina, Amanda","BACKGROUND: The ongoing coronavirus disease (COVID-19) pandemic has a major impact on first responders. Scarce personal protective equipment (PPE) has forced them to conserve and reuse some of their PPE. The efficacy of these practices in preventing transmission of COVID-19 from patients to first responders is unclear. There are limited data on the prevalence of antibodies specific for COVID-19 exposure in these front-line workers., AIM: Our objective was to determine the prevalence of positive immunoglobulin G antibody specific to COVID-19 among first responders in Lubbock, Texas., METHODS: Blood samples were collected on 683 asymptomatic first responders who work in Lubbock, Texas and the surrounding area, after informed consents were signed. IgG antibody to SARS-CoV-2 was measured using Abbott's SARS-CoV-2 IgG Reagent Kit in combination with the SARS-CoV-2 IgG Calibrator Kit on the Abbott's ARCHITECT i1000SR analyzer., RESULTS: The prevalence of IgG specific antibodies to COVID-19 was 0.73%, five of the 683 participants tested positive. Four of those who tested positive had no known prior SARS-CoV-2 infection or exposure without adequate PPE., CONCLUSIONS: The prevalence of IgG specific antibodies to COVID-19 was much lower than expected in our study population despite high sensitivity and specificity of the test reagent. The most likely explanations for this finding include limited exposure, inadequate time for a IgG response, possible clearance of COVID-19 infection locally by the respiratory tract IgA defense system without eliciting a systemic IgG response, and short persistence of IgG antibodies in mild or asymptomatic cases.",2020,/,Journal of primary care & community health,11,101518419,2150132720971390,,https://dx.doi.org/10.1177/2150132720971390,33161808,#52587,Iwuji 2020,"",""
Unrecognized SARS-CoV-2 Seroprevalence among healthcare personnel in a low prevalence area.,"Shah, Vishal P; Hainy, Caitlin M; Swift, Melanie D; Breeher, Laura E; Theel, Elitza S; Sampathkumar, Priya",,2020,/,Infection control and hospital epidemiology,,"ich, 8804099",1-7,,https://dx.doi.org/10.1017/ice.2020.1341,33213552,#51637,Shah 2020,"",""
Prevalence of antibodies against SARS-CoV-2 according to socioeconomic and ethnic status in a nationwide Brazilian survey.,"Horta, Bernardo L; Silveira, Mariangela F; Barros, Aluisio J D; Barros, Fernando C; Hartwig, Fernando P; Dias, Mariane S; Menezes, Ana M B; Hallal, Pedro C; Victora, Cesar G","Objectives: To investigate socioeconomic and ethnic group inequalities in prevalence of antibodies against SARS-CoV-2 in the 27 federative units of Brazil., Methods: In this cross-sectional study, three household surveys were carried out on May 14-21, June 4-7, and June 21-24, 2020 in 133 Brazilian urban areas. Multi-stage sampling was used to select 250 individuals in each city to undergo a rapid antibody test. Subjects answered a questionnaire on household assets, schooling and self-reported skin color/ethnicity using the standard Brazilian classification in five categories: white, black, brown, Asian or indigenous. Principal component analyses of assets was used to classify socioeconomic position into five wealth quintiles. Poisson regression was used for the analyses., Results: 25 025 subjects were tested in the first, 31 165 in the second, and 33 207 in the third wave of the survey, with prevalence of positive results equal to 1.4%, 2.4%, and 2.9% respectively. Individuals in the poorest quintile were 2.16 times (95% confidence interval 1.86; 2.51) more likely to test positive than those in the wealthiest quintile, and those with 12 or more years of schooling had lower prevalence than subjects with less education. Indigenous individuals had 4.71 (3.65; 6.08) times higher prevalence than whites, as did those with black or brown skin color. Adjustment for region of the country reduced the prevalence ratios according to wealth, education and ethnicity, but results remained statistically significant., Conclusions: The prevalence of antibodies against SARS-CoV-2 in Brazil shows steep class and ethnic gradients, with lowest risks among white, educated and wealthy individuals.",2020,/,Revista panamericana de salud publica = Pan American journal of public health,44,"csl, 9705400",e135,,https://dx.doi.org/10.26633/RPSP.2020.135,33165337,#52598,Horta 2020,"",""
Prevalence and clinical impact of asymptomatic or mildly symptomatic SARSCoV-2 infection among actively treated cancer patients during COVID-19 pandemic in Italy,Zambelli A.; Fotia V.; Bosetti T.; Negrini G.; di Croce A.; Moro C.; Poletti P.L.; Bettini A.C.; Arnoldi E.; Messina C.; Merelli B.; Callegaro A.P.; Chiudinelli L.; Mosconi S.; Tondini C. ,"Background: The European SARS-CoV-2 pandemic had its first epicentre in Italy, particularly in the area of Bergamo. In spite of a significant mortality rate, in the majority of cases the spectrum of COVID-19 ranges from asymptomatic to mildly symptomatic infection. No information is available on the prevalence and clinical impact of asymptomatic or mildly symptomatic SARS-CoV-2 infection among actively treated cancer patients during pandemic. Method(s): From April 1st, 2020 to the end of the month, 560 consecutive and unselected patients, scheduled for anticancer treatment at our facility and without clinical suspicious of COVID-19, were evaluated and tested for SARS-CoV-2. We implemented a two-step diagnostics, including a rapid serological immunoassay for anti-SARS-CoV-2 IgG/IgM and a pharyngeal swab RT-PCR assay in case of IgM seropositivity. Result(s): In 560 patients, 172 (31%) resulted positive for SARS-CoV-2 IgM/IgG antibodies, regardless of type of cancer, stage and treatment. All IgM-seropositives were then tested with RT-PCR pharyngeal swabs and 55/146 (38%) proved to be SARS-CoV-2 carriers, with slightly difference b/w mildly symptomatic vs. asymptomatic patients (38 vs. 17). Therefore, the two-step procedure allowed the identification of 55 (10%) silent carriers in the whole study population and magnified the number needed to test (NNT) with the pharyngeal swab RT-PCR assay to detect a silent virus carrier (NNT: 2.6 vs. 10, with or without serological selection). At a very early follow up (8 wks), in 114 SARS-CoV-2-seropostive/RT-PCR-negative patients, who continued their anticancer therapies, none but one developed a symptomatic COVID-19 illness. Conclusion(s): Among cancer patients, the two-step diagnostics strategy with serology followed by pharyngeal swab for asymptomatic or mildly symptomatic SARS-CoV-2 infection is feasible and effective and can help selecting cancer patients on treatment who might be silent carriers of the virus. The early safety outcome of patients previously exposed to SARS-CoV-2 supports the recommendation to continue active treatment, at least in the case of negative RT-PCR test. Legal entity responsible for the study: The authors. Funding(s): Has not received any funding. Disclosure: All authors have declared no conflicts of interest.Copyright © 2020",2020,/,Annals of Oncology,31,Supplement 4,S994,,http://dx.doi.org/10.1016/j.annonc.2020.08.1741,2007888908,#39509,Zambelli 2020,"",""
"Clinical characteristics and persistence of severe acute respiratory coronavirus virus 2 (SARS-CoV-2) IgG antibodies in 4,607 French healthcare workers: Comparison with European countries.","Delmas, Chantal; Plu-Bureau, Genevieve; Canoui, Etienne; Mouthon, Luc; Meritet, Jean-Francois",,2020,/,Infection control and hospital epidemiology,,"ich, 8804099",1-2,,https://dx.doi.org/10.1017/ice.2020.1309,33143811,#51750,Delmas 2020,"",""
Does Working in a COVID-19 Receiving Health Facility Influence Seroprevalence to SARS-CoV-2?.,"Noor, Mohammad; Haq, Mohsina; Ul Haq, Najib; Amin, Said; Rahim, Fawad; Bahadur, Sher; Ullah, Raza; Khan, Muhammad Asif; Mahmood, Afsheen; Gul, Huma","Objective In this study, we aimed at comparing the seroprevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) antibodies in healthcare workers (HCWs) in coronavirus disease 2019 (COVID-19) receiving and non-COVID-19 receiving hospitals in Peshawar, Pakistan. Methods This cross-sectional analytical study was conducted in a COVID-19 receiving hospital (hospital 'A') and a non-COVID-19 receiving hospital (hospital 'B'). Using stratified random sampling, 1,011 HCWs (439 from hospital 'A' and 572 from hospital 'B') were recruited to participate in the study. Immunoglobulin G/immunoglobulin M (IgG/IgM) antibodies were checked using Elecsys R (Roche, Basel, Switzerland) Anti-SARS-CoV-2 immunoassay. The chi-squared test was used to compare frequencies, and the binary logistic regression model was used to predict the association between study variables' seropositivity to SARS-CoV-2. A p-value of <0.05 was considered statistically significant. Results The overall seroprevalence to SARS-CoV-2 antibodies in the two hospitals was 30.76%. It was 28.2% in hospital 'A' and 32.7% in hospital 'B' (p=0.129). The seroprevalence in HCWs having direct contact with COVID-19 patients was higher (33.1%) in non-COVID-19 receiving hospital versus 23.8% in COVID-19 receiving hospital (p=0.034). Seroprevalence was highest among administrative staff (44.0%), followed by nurses (30.8%), residents (19.8%), and consultants (17.8%) (p=0.001). As compared to consultants, the administrative and nursing staff were 3.398 and 3.116 times more likely to have positive antibodies, respectively. There were no significant differences in the seroprevalence between the respective categories of staff of the two hospitals. Conclusions The non-COVID-19 receiving hospital had a higher proportion of seropositive HCWs than the COVID-19 receiving hospital. The HCWs in the non-COVID-19 receiving hospital who had direct contact with patients had significantly higher seroprevalence. Seroprevalence was highest for administrative staff followed by nursing staff, residents, and consultants. Regardless of the COVID-19 status of the healthcare facility, all HCWs shall be trained on, and consistently follow, the proper protocols for donning and doffing of personal protective equipment (PPE). Copyright © 2020, Noor et al.",2020,/,Cureus,12,11,e11389,,https://dx.doi.org/10.7759/cureus.11389,33194502,#52511,Noor 2020,"",""
Seroprevalence of anti-SARS-CoV2 Antibodies in Umbrian Persons Living with HIV.,"Papalini, Chiara; Paciosi, Francesco; Schiaroli, Elisabetta; Pierucci, Sara; Busti, Chiara; Bozza, Silvia; Mencacci, Antonella; Francisci, Daniela",,2020,/,Mediterranean journal of hematology and infectious diseases,12,1,e2020080,,https://dx.doi.org/10.4084/MJHID.2020.080,33194154,#52503,Papalini 2020,"",""
Successful management plan of COVID-19 in a pediatric hemato-oncology department: A single-centre experience,Stellato P.; Granata A.; De Matteo A.; Capelli C.; Paparo M.; Parasole R.; Ricciardi I.; Tambaro F.P.; Leone O.; Quaglietta L.; Menna G.; Silvestri N. ,"COVID-19 pandemic raised concern about management of patients with paediatric cancer. We present the operating system that the Hemato-Oncology Department of the Santobono-Pausilipon Hospital applied. We divided our department in three zones: surveillance and screening; quarantine and COVID free, in order to screen admitted patients and to reduce the risk of cross infection. From 3 April until 29 May 2020 (56 days), 662 patients and caregivers underwent rapid serological tests for a total of 1397 assays. No patient or parent with SARS-CoV2 infection was found, demonstrating the effectiveness of COVID-19 screening process. Copyright © Author(s) (or their employer(s)) 2020. Re-use permitted under CC BY-NC. No commercial re-use. See rights and permissions. Published by BMJ.",2020,/,BMJ Paediatrics Open,4,1,e000818,,http://dx.doi.org/10.1136/bmjpo-2020-000818,632853080,#38794,Stellato 2020,"",""
"Screening Procedure for SARS-CoV-2 infection combining Triage, nasopharyngeal swab and serological test in allogeneic stem cell transplantation Recipients Undergoing Outpatient Post Transplant Follow-Up.","Sperotto, Alessandra; Candoni, Anna; Petruzzellis, Giuseppe; Mullai, Rikard; Patriarca, Francesca; Tascini, Carlo; Fanin, Renato","In Italy, the first Severe Acute Respiratory Syndrome Coronavirus-2 (SARS-CoV-2) positive patient was identified on February 21, 2020 and as of June 30, 2020 more than 240.000 people have been diagnosed and over 34.000 have died. This article is protected by copyright. All rights reserved. Copyright This article is protected by copyright. All rights reserved.",2020,/,Journal of medical virology,,"i9n, 7705876",,,https://dx.doi.org/10.1002/jmv.26586,33030745,#42252,Sperotto 2020,"",""
Erratum: Prevalence of SARS-CoV-2 infection in children without symptoms of coronavirus disease 2019 (JAMA Pediatr (2020) DOI: 10.1001/jamapediatrics.2020.4095),Anonymous.,"The Research Letter titled ""Prevalence of SARS-CoV-2 Infection in Children Without Symptoms of Coronavirus Disease 2019,""1 published online August 25, 2020, contained errors in Figure 1. The labels for 1.0 and 1.5 on the y-axis of the forest plot graphwere reversed. Also, the square indicating the prevalence for site 14 was displaced from its true value, 2.21%, to approximately 2.75%; this square was also larger than it should have been. The errors have been corrected.Copyright © 2019 Materials Research Society",2020,/,JAMA Pediatrics,,,,,http://dx.doi.org/10.1001/jamapediatrics.2020.4460,633385545,#53838,Anonymous 2020,"",""
"Point-of-care serological assays for delayed SARS-CoV-2 case identification among health-care workers in the UK: a prospective multicentre cohort study (Jul, 10.1016/S22132600(20)30315-5, 2020)","Pallett, S. J. C.; Rayment, M.; Patel, A.",,2020,,LANCET RESPIRATORY MEDICINE,8,9,E71,,10.1016/S2213-2600(20)30350-7,,#41332,Pallett 2020,Emily Boucher (2020-11-15 12:52:41)(Select): Correction; ,""
Prevalence of COVID-19 Infection in Hemodialysis Patients Detected Using Serologic Screening.,"Rodriguez-Espinosa, Diana; Broseta, Jose Jesus; Cuadrado, Elena; Maduell, Francisco",,2020,/,Journal of the American Society of Nephrology : JASN,,"a6h, 9013836",,,https://dx.doi.org/10.1681/ASN.2020081193,32997644,#42609,Rodriguez-Espinosa 2020,"",""
SARS-CoV-2 antibody seroprevalence in patients receiving dialysis in the USA,Flower B.; Atchison C. ,,2020,/,The Lancet,,"(Flower) Department of Infectious Disease, Faculty of Medicine, Imperial College London, London W2 1NY, United Kingdom(Atchison) School of Public Health, Imperial College London, London, United Kingdom",,,http://dx.doi.org/10.1016/S0140-6736%2820%2932006-7,2008013981,#38539,Flower 2020,"",""
"Seroconversion in household members of COVID-19 outpatients (Jun, 10.1016/S14733099(20)30466-7, 2020)","Cox, R. J.; Brokstad, K. A.; Krammer, F.; Langeland, N.",,2020,,LANCET INFECTIOUS DISEASES,20,9,E215,,10.1016/S1473-3099(20)30627-7,,#41342,Cox 2020,"",""
"Antibody reactivity to SARS-CoV-2 in adults from the Vancouver metropolitan area, Canada","Majdoubi, Abdelilah; O'Connell, Sarah; Michalski, Christina; Dada, Sarah; Narpala, Sandeep; Gelinas, Jean; Mehta, Disha; Cheung, Claire; Basappa, Manjula; Gorges, Matthias; Barakauskas, Vilte; Goldfarb, David; Douek, Daniel; McDermott, Adrian; Lavoie, Pascal",,2020,,,,,,PPR222588,10.1101/2020.10.05.20206664,,#40146,Majdoubi 2020,"",""
SARS-CoV-2 antibody testing in a UK population: detectable IgG for up to 20 weeks post infection,"Robertson, Louise; Moore, Julie; Blighe, Kevin; Ng, Kok Yew; Quinn, Nigel; Jennings, Fergal; Warnock, Gary; Sharpe, Peter; Clarke, Mark; Maguire, Kathryn; Rainey, Sharon; Price, Ruth; Burns, William; Kowalczyk, Amanda; Awuah, Agnes; McNamee, Sara; Wallace, Gayle; Sager, Steve; Chao Shern, Connie; Nesbit, Andrew; McLaughlin, James; Moore, Tara",,2020,,,,,,PPR220665,10.1101/2020.09.29.20201509,,#40053,Robertson 2020,"",""
COVID-19 serological survey using micro blood sampling,"Matthews, Melissa; Kim, Tae Gyun; Shibata, Satoshi; Shibata, Noriko; Butcher, Christian; Hyun, Jaekyung; Kim, Keon Young; Robb, Theodore; Jheng, Siang Sheng; Narita, Masashi; Mori, Tomoari; Collins, Mary; Wolf, Matthias",,2020,,,,,,PPR224917,10.1101/2020.10.09.20209858,,#40138,Matthews 2020,"",""
"Characterization of SARS-CoV-2 Antibody Titers in over 6,000 Blood and Plasma Donations","Gannett, Michael; Viana, Sebastian; Benitez, Nancy; Prichard, Alicia Bellido; Resto, Claribel; Bright, Frieda; Gammon, Richard",,2020,,TRANSFUSION,60,5,285A,,,,#41391,Gannett 2020,"",""
SARS-CoV-2 seroprevalence survey estimates are affected by anti-nucleocapsid antibody decline,"Bolotin, Shelly; Tran, Vanessa; Osman, Selma; Brown, Kevin; Buchan, Sarah; Joh, Eugene; Deeks, Shelley; Allen, Vanessa",,2020,,,,,,PPR219821,10.1101/2020.09.28.20200915,,#40054,Bolotin 2020,"",""
RISK FACTOR ANALYSIS FOR SARS-COV-2 SEROPOSITIVITY WITHIN ASSISTED REPRODUCTIVE,Prados N.; Gonzalez-Ravina C.; Vergara V.; Herrero J.; Cruz M.; Requena A. ,"Objective: Making decisions about how to fight the SARS-CoV-2 pandemic without completely disrupting our activity requires better tools that inform the extent of transmission. Understanding risk factors of virus susceptibility could help us to establish intervention policies. The objective of our work is to assess risk factors and seroprevalence in our patients in order to plan evidence-based strategies. Design(s): Multicenter retrospective, anonymized cohort analysis performed in 11 private clinics belonging to the IVIRMA group in Spain. Material(s) and Method(s): Between April 27th and June 26th, 2020, 6140 individuals undergoing an assisted reproductive treatment were tested for SARS-CoV-2. Before tested, a symptomatic triage had been carried out and only patients classified with a negative triage attended the clinic for further testing. SARS-CoV-2 specific IgG and IgM antibodies in serum were detected using EDI Novel Coronavirus COVID-19 ELISA kit (Epitope Diagnostics, USA) according to the manufacturer's instructions. We divided our clinics into two different geographic areas: region A (seroprevalence <5%) and region B (seroprevalence >5%) based on the results obtained in our population. Statistical analyses were performed using the Statistical Package for Social Sciences 19.0 (IBM Corporation, Armonk, NY, USA). Result(s): Of the 6140 persons tested for SARS-CoV-2, 4470 (72.8%) were women and 1670 (27.2%) men. Over the course of the study, 42 (0.7%) tested positive for SARS-CoV-2 IgM antibodies. Seropositivity does not vary significantly with age and we did not observe differences regarding gender or blood group. However, we found that individuals with negative rhesus (Rh) factor had a slightly greater risk of being seropositive (RR 2.5 [129-2.13]) than those Rh positive. There are no differences in the percentage of people in the active phase of the disease depending on the geographical area (RR 0.8 [0.43-1.52]). However, when we analysed the data according to time, the rate of positive individuals does not vary throughout the weeks in region A, while for the region B the incidence of IgM drops significantly (p=0.003) from the first week of the study (3.7%) to the last (0.0%), which would indicate decline of the virus transmission over time. When we analysed the seropositivity rate according the partner's serological status, the data showed that there is approximately 10 times more incidence of being positive IgG in couples than in random population. Conclusion(s): We show that in areas with higher prevalence of the disease, the percentage of IgM positive individuals is also higher. Also, there is a greater risk of being infected when the couple is already seropositive. No differences were observed according the age and there is higher prevalence in Rh-negative individuals.Copyright © 2020",2020,/,Fertility and Sterility,114,3 Supplement,e542,,http://dx.doi.org/10.1016/j.fertnstert.2020.09.077,2008034210,#44621,Prados 2020,"",""
[Efficacy of serological tests for COVID-19 in asymptomatic HD patients: the experience of an Italian hemodialysis unit].,"Traversari, Lorena; Camilli, Manuela","We report the brief experience of the Nephrology Center located in a ""no-COVID"" Hospital in Massa Marittima. We describe the actions taken to prevent the transmission of the virus SARS-CoV-2 among hemodialysis patients and healthcare workers and the methods for diagnosing COVID-19, with particular attention to serological tests and nasopharyngeal swabs in asymptomatic subjects. The detection of IgM and IgG antibodies through the serological test performed on 34 patients, all negative for nasopharyngeal swabs, showed positivity in 41,18% of cases. These have been classified as false positives following repeated negative nasopharyngeal swabs, the evaluation of clinical and epidemiological history and of clinical manifestations and, finally, a second serological test performed after 18 days, which resulted negative for all patients. Interpreting serological tests is not easy; the strategies for diagnosis should include clinical and epidemiological history and clinical manifestations, as well as the results of confirmation tests and the evaluation over a precise observation period. Otherwise, there is a risk of considering as protected by antibodies subjects that are in fact false positives. Copyright by Societa Italiana di Nefrologia SIN, Rome, Italy.",2020,/,Giornale italiano di nefrologia : organo ufficiale della Societa italiana di nefrologia,37,5,,,,33026198,#42841,Traversari 2020,"",""
SARS-CoV-2 seroprevalence and clinical features of COVID-19 in a German liver transplant recipient cohort: a prospective serosurvey study,"Rauber, Conrad; Tiwari-Heckler, Shilpa; Pfeiffenberger, Jan; Mehrabi, Arianeb; Lund, Frederike; Gath, Philip; Mieth, Markus; Merle, Uta; Rupp, Christian",,2020,,,,,,PPR221603,10.1101/2020.09.30.20204537,,#40127,Rauber 2020,"",""
"Seroprevalence of SARS CoV-2 antibodies in healthcare workers and administration employees: a prospective surveillance study at a 1,400-bed university hospital in Germany","Bahrs, Christina; Kimmig, Aurelia; Weis, Sebastian; Ankert, Juliane; Hagel, Stefan; Maschmann, Jens; Stallmach, Andreas; Steiner, Andrea; Bauer, Michael; Behrigner, Wilhelm; Baier, Michael; Kesselmeier, Miriam; Richert, Cora; Zepf, Florian; Walter, Martin; Scherag, Andre; Kiehntopf, Michael; Loeffler, Bettina; Pletz, Mathias",,2020,,,,,,PPR220261,10.1101/2020.09.29.20203737,,#40141,Bahrs 2020,"",""
