Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Risk Factors of SARS-CoV-2 Antibodies in Arapahoe County First Responders-The COVID-19 Arapahoe SErosurveillance Study (CASES) Project,Sabourin K.R.; Schultz J.; Romero J.; Lamb M.M.; Larremore D.; Morrison T.E.; Frazer-Abel A.; Zimmer S.; Kedl R.M.; Jaenisch T.; Rochford R. ,"OBJECTIVES: Define the seroprevalence and risk factors for SARS-CoV-2 antibodies in Arapahoe County, Colorado first responders (eg, law enforcement, human services, fire departments). METHOD(S): Two hundred sixty four first responders were enrolled June to July 2020. SARS-CoV-2 seropositivity was defined as detection of immunoglobulin G (IgG) antibodies to both spike receptor binding domain and nucleocapsid in venous blood by validated enzyme-linked immunosorbent assay. We compared risk factors for being seropositive versus seronegative. RESULT(S): 4% (11/264) were SARS-CoV-2 seropositive. Seropositive participants were significantly more likely to have lung disease (% seropositive, % seronegative; P-value) (36%, 8%; P = 0.01), prior SARS-CoV-2/COVID-19 testing (36%, 8%; P <= 0.01), a prior positive result (18%, less than 1%), and to believe they previously had COVID-19 (64%, 15%; P < 0.01). Only 15% of those believing they had COVID-19 had anti-SARS-CoV-2 antibodies. CONCLUSION(S): Human services employees and individuals with lung disease are at SARS-CoV-2 exposure risk. Few individuals believed they had COVID-19 had prior exposure.Copyright © 2020 The Author(s). Published by Wolters Kluwer Health, Inc. on behalf of the American College of Occupational and Environmental Medicine.",2021,/,Journal of occupational and environmental medicine,63,3,191-198,,http://dx.doi.org/10.1097/JOM.0000000000002099,633724488,#90087,Sabourin 2021,"",""
Prevalence and determinants of serum antibodies to SARS-CoV-2 in the general population of the Gardena Valley,"Melotti, Roberto; Scaggiante, Federica; Falciani, Michela; Weichenberger, Christian; Foco, Luisa; Lombardo, Stefano; De Grandi, Alessandro; von Laer, Dorothee; Mahlknecht, Angelika; Pramstaller, Peter; Pagani, Elisabetta; Meier, Horand; Gaertner, Timon; Troi, Christina; Mascalzoni, Deborah; Pattaro, Cristian; Mian, Michael","<h4>Background: </h4> Community-based studies are essential to quantify the spread of SARS-CoV-2 infection and for unbiased characterization of its determinants and outcomes. We conducted a cross-sectional study in the Gardena valley, a major Alpine touristic destination which was struck in the expansion phase of the COVID-19 pandemic over the winter 2020. Methods. We surveyed 2244 representative study participants who underwent swab and serum antibody tests. We made multiple comparisons among the Abbott and Diasorin bioassays and serum neutralization titers. Seroprevalence accounted for the stratified design, non-response and test accuracy. Determinants and symptoms predictive of infection were analyzed by weighted multiple logistic regression. Results. SARS-CoV-2 seroprevalence was 26.9% (95% confidence interval: 25.2%, 28.6%) by June 2020. The serum antibody bioassays had modest agreement with each other. Receiver operating characteristic curve analysis on the serum neutralizing capacity showed better performance of the Abbott test at lower than the canonical threshold. Socio-demographic characteristics showed no clear evidence of association with seropositivity, which was instead associated with place of residence and economic activity. Loss of taste or smell, fever, difficulty in breathing, pain in the limbs, and weakness were the most predictive symptoms of positive antibody test results. Fever and weakness associations were age-dependent. Conclusion. The Gardena valley had one of the highest SARS-CoV-2 infection prevalence in Europe. The age-dependent risk associated with COVID-19 related symptoms implies targeted strategies for screening and prophylaxis planning.",2021,,,,,,PPR300669,10.1101/2021.03.19.21253883,,#90782,Melotti 2021,"",""
"Seroprevalence of SARS-CoV-2 Antibodies in the US Adult Asymptomatic Population as of September 30, 2020",Stout R.L.; Rigatti S.J. ,,2021,/,JAMA Network Open,,"(Stout, Rigatti) Clinical Reference Laboratory Inc, 8433 Quivira Rd, Lenexa, KS 66215, United States",e211552,,http://dx.doi.org/10.1001/jamanetworkopen.2021.1552,634492743,#90260,Stout 2021,"Sara Perlman-Arrow (2021-04-03 04:36:01)(Select): Already in Airtable; Mairead Whelan (2021-03-30 07:30:03)(Select): Check for duplicate and superceding
; ",""
Seroreactivity to SARS-CoV-2 in individuals attending a university campus in Bogotá Colombia,"Gonzalez, John; Santos-Barbosa, Juan Carlos; Jaller, Catherine; Otalora, German; Hernandez, Luis; Guevara-Suarez, Marcela; Restrepo, Silvia","Most community-specific serological surveys for SARS-CoV-2 antibodies have been done in healthcare workers and institutions. In this study, IgG antibodies specific for the virus were evaluated in individuals working at one university in Bogotá-Colombia. The aim of this work was to determine previous exposure to SARS-CoV-2 in those attending the campus during city lockdown. A total of 237 individuals including 93 women and 144 men were evaluated using chemiluminescent detection of IgG anti N-viral protein. There were 32 positives giving a seroprevalence of 13.5% (10 women and 22 men) and mostly asymptomatic (68.75%). Only 13 of the seropositive individuals had previous positive detection of SARS-CoV-2 RNA by RT-qPCR done in average 91 days before serological test. Seropositive individuals did not come from localities having higher percentages of SARS-CoV-2 cases in the city. Three cluster of seropositive individuals were identified. This survey was carried out after the first peak of SARS-CoV-2 transmission in the city, and before the preparedness to reopening the campus for students in 2021. These results will help to develop some of the strategies stablished to control virus spread in the campus.",2021,,,,,,PPR297576,10.1101/2021.03.15.21253609,,#90724,Gonzalez 2021,Sara Perlman-Arrow (2021-03-31 01:57:13)(Select): Already on Airtable; ,""
Effect Monitoring and Insights from Vaccination program of Healthcare Workforce from a tertiary level hospital in India against SARS-CoV-2,"Ujjainiya, Rajat; Tyagi, Akansha; Sardana, Viren; Naushin, Salwa; Bhatheja, Nitin; Kumar, Kartik; Barman, Joydeb; Prakash, Satyartha; Kutum, Rintu; Loomba, Menka; Khanna, Yukti; Walecha, Chestha; Ahmed, Rizwan; Yadav, Ashutosh; Bajaj, Archana; Malik, Gaurav; Qureshi, Sahar; Waghdhare, Swati; Siddiqui, Samreen; Trehan, Kamal Krishan; Mani, Manju; Dang, Rajiv; Das, Poonam; Dougall, Pankaj; Mahajan, Monica; Buddhiraja, Sandeep; Agrawal, Anurag; Dash, Debasis; Jha, Sujeet; Sengupta, Shantanu","The Oxford-Astra Zeneca COVID 19 vaccine (AZD1222 or ChAdOx1) is an important part of the global vaccine roll-out against SARS-CoV-2, and a locally manufactured version (Covishield by Serum Institute, Pune, India) is the most commonly used vaccine in India. The vaccination program started in January 2021 and here we report effectiveness of the first dose of Covishield in generating antibody response and its kinetics. We further report differences in the quantitative antibody response amongst individuals who had pre-existing antibodies to SARS CoV2 and those who did not. In a group of 135 healthcare workers administered Covishield, we measured antibodies to SARS-CoV-2 directed against the spike protein (S-antigen) using Elecsys Anti-SARS-CoV-2 S quantitative antibody detection kit (Roche Diagnostics) at days 0, 7, 14, and 28. In 44 subjects (32.5%) who had already developed antibodies to SARS-CoV-2 at day 0 (before immunization), it was observed that antibody response was significantly higher at each time point, with the maximum increase seen between days 0 and 7. In contrast the sero-negative group (n=91) started developing antibody response only after 14 days or later. Three sero-negative individuals did not develop any antibody response even at day 28 of vaccination. It is noted that median antibody response at 28 days in seronegative subjects was similar to that of seropositive subjects at baseline (day 0) and was on a rising trajectory. Our data suggests that ChAdOx1 is highly immunogenic, particularly so where previous SARS CoV2 antibody-response is established. Given the high background seropositivity in India, this may be useful in determining optimal timing of the second dose during mass immunization within the constraints of vaccine supply and administration.",2021,,,,,,PPR290593,10.1101/2021.02.28.21252621,,#88907,Ujjainiya 2021,"",""
Covid-19: School staff testing positive for antibodies rose to around 15% in December.,"Mahase, Elisabeth",,2021,/,BMJ (Clinical research ed.),372,"8900488, bmj, 101090866",n598,,https://dx.doi.org/10.1136/bmj.n598,33648952,#85340,Mahase 2021,"",""
"Serological Response to SARS-CoV-2 in Health Care Workers Employed in a Large Tertiary Hospital in Lombardy, Northern Italy.","Comelli, Agnese; Foca, Emanuele; Sansone, Emanuele; Tomasi, Cesare; Albini, Elisa; Quiros-Roldan, Eugenia; Tomasoni, Lina Rachele; Sala, Emma; Bonfanti, Carlo; Caccuri, Francesca; Caruso, Arnaldo; De Palma, Giuseppe; Castelli, Francesco","BACKGROUND: COVID-19 pandemic is requesting unprecedented efforts by health-care workers (HCWs) in all countries, and especially in Italy during the first semester of 2020., METHODS: This is a retrospective, observational study conducted at the Spedali Civili General Hospital, in Brescia, Northern Italy during the SARS CoV-2 pandemic in the first semester of 2020. Serum samples from HCWs were tested for SARS-CoV-2 spike protein-specific antibodies. An online survey was used to collect demographic, clinical, and epidemiological data., RESULTS: Of the 1893 HCWs included, 433 (22.9%) were found seropositive for SARS-CoV-2 IgG. The cumulative prevalence of SARS-CoV-2 infection (antibodies production or past positive RT-PCR on nasal/throat swab) was 25.1% (475/1893). Fifty-six out of 433 (13%) seropositive participants declared to have been asymptomatic during the study period. The development of COVID-19 signs or symptoms is the main determinant of seropositivity (OR: 11.3, p < 0.0001) along with their duration and severity. 40/290 (14.5%) HCWs with documented positive RT-PCR during the study period did not show any detectable antibody response. IgG levels positively correlate with age, COVID-19-compatible signs and symptoms experienced and their duration., CONCLUSIONS: In this study, carried out in one of the most affected areas in Europe, we demonstrate that most HCWs with COVID-19 related symptoms develop a spike protein-specific antibodies with potential neutralizing effect.",2021,/,Microorganisms,9,3,,,https://dx.doi.org/10.3390/microorganisms9030488,33669151,#85398,Comelli 2021,"",""
Resumption of Sport at the United States Olympic and Paralympic Training Facilities During the COVID-19 Pandemic.,"Shah, Ankit B; Nabhan, Dustin; Chapman, Robert; Chiampas, George; Drezner, Jonathan; Olin, J Tod; Taylor, David; Finnoff, Jonathan T; Baggish, Aaron L","In this brief report, we describe the safety of reopening US Olympic and Paralympic Training facilities (USOPTFs) during the coronavirus disease 2019 (COVID-19) pandemic from July 2020 through October 2020. We evaluated the prevalence of COVID-19 infection at the time of reentry and cardiopulmonary sequelae of COVID-19 in elite athletes. All athletes returning to a USOPTF were required to go through a reentry protocol consisting of an electronic health history, a 6-day quarantine including twice-daily symptom surveys, COVID-19 polymerase chain reaction and antibody testing, physical examination, 12-lead electrocardiogram, high-sensitivity cardiac troponin I, and pulmonary function testing. Athletes with current or prior COVID-19 infection also underwent an echocardiogram, cardiology consultation, and additional testing as indicated. All athletes followed rigorous infection prevention measures and minimized contact with the outside community following reentry. At the time of this report, 301 athletes completed the reentry protocol among which 14 (4.7%) tested positive for active (positive polymerase chain reaction test, n = 3) or prior (positive antibody test, n = 11) COVID-19 infection. During the study period, this cohort accrued 14,916 days living and training at USOPTFs. Only one (0.3%) athlete was subsequently diagnosed with a new COVID-19 infection. No cardiopulmonary pathology attributable to COVID-19 was detected. Our findings suggest that residential elite athlete training facilities can successfully resume activity during the COVID-19 pandemic when strict reentry and infection prevention measures are followed. Dissemination of our reentry quarantine and screening protocols with COVID-19 mitigation measures may assist the global sports and medical community develop best practices for reopening of similar training centers.",2021,/,Sports health,,101518422,19417381211002761,,https://dx.doi.org/10.1177/19417381211002761,33709838,#86093,Shah 2021,"",""
Viral and serological testing of SARS-CoV-2 among health care workers and patients in Vietnam.,"Song, Le Huu; Hoan, Nghiem Xuan; Bang, Mai Hong; Kremsner, Peter G; Velavan, Thirumalaisamy P",,2021,/,The Lancet Regional Health. Western Pacific,8,101774968,100113,,https://dx.doi.org/10.1016/j.lanwpc.2021.100113,33681829,#85799,Song 2021,"",""
Antibodies to SARS-CoV-2 and risk of past or future sick leave.,"Dillner, Joakim; Elfstrom, K Miriam; Blomqvist, Jonas; Eklund, Carina; Lagheden, Camilla; Nordqvist-Kleppe, Sara; Hellstrom, Cecilia; Olofsson, Jennie; Andersson, Eni; Jernbom Falk, August; Bergstrom, Sofia; Hultin, Emilie; Pin, Elisa; Manberg, Anna; Nilsson, Peter; Hedhammar, My; Hober, Sophia; Mattsson, Johan; Muhr, Laila Sara Arroyo; Conneryd Lundgren, Kalle","The extent that antibodies to SARS-CoV-2 may protect against future virus-associated disease is unknown. We invited all employees (n = 15,300) at work at the Karolinska University Hospital, Stockholm, Sweden to participate in a study examining SARS-Cov-2 antibodies in relation to registered sick leave. For consenting 12,928 healthy hospital employees antibodies to SARS-CoV-2 could be determined and compared to participant sick leave records. Subjects with viral serum antibodies were not at excess risk for future sick leave (adjusted odds ratio (OR) controlling for age and sex: 0.85 [95% confidence interval (CI) (0.85 (0.43-1.68)]. By contrast, subjects with antibodies had an excess risk for sick leave in the weeks prior to testing [adjusted OR in multivariate analysis: 3.34 (2.98-3.74)]. Thus, presence of viral antibodies marks past disease and protection against excess risk of future disease. Knowledge of whether exposed subjects have had disease in the past or are at risk for future disease is essential for planning of control measures.Trial registration: First registered on 02/06/20, ClinicalTrials.gov NCT04411576.",2021,/,Scientific reports,11,1,5160,,https://dx.doi.org/10.1038/s41598-021-84356-w,33664279,#85926,Dillner 2021,"",""
The prevalence of antibodies to SARS-CoV-2 among blood donors in China.,"Chang, Le; Hou, Wangheng; Zhao, Lei; Zhang, Yali; Wang, Yanbin; Wu, Linfeng; Xu, Tingting; Wang, Lilin; Wang, Juan; Ma, Jian; Wang, Lan; Zhao, Junpeng; Xu, Jing; Dong, Juan; Yan, Ying; Yang, Ru; Li, Yu; Guo, Fei; Cheng, Wenjuan; Su, Yingying; Zeng, Jinfeng; Han, Wei; Cheng, Tong; Zhang, Jun; Yuan, Quan; Xia, Ningshao; Wang, Lunan","In this study, we investigate the seroprevalence of SARS-CoV-2 antibodies among blood donors in the cities of Wuhan, Shenzhen, and Shijiazhuang in China. From January to April 2020, 38,144 healthy blood donors in the three cities were tested for total antibody against SARS-CoV-2 followed by pseudotype SARS-CoV-2 neutralization tests, IgG, and IgM antibody testing. Finally, a total of 398 donors were confirmed positive. The age- and sex-standardized SARS-CoV-2 seroprevalence among 18-60 year-old adults (18-65 year-old in Shenzhen) was 2.66% (95% CI: 2.24%-3.07%) in Wuhan, 0.033% (95% CI: 0.0029%-0.267%) in Shenzhen, and 0.0028% (95% CI: 0.0001%-0.158%) in Shijiazhuang, respectively. Female sex and older-age were identified to be independent risk factors for SARS-CoV-2 seropositivity among blood donors in Wuhan. As most of the population of China remained uninfected during the early wave of the COVID-19 pandemic, effective public health measures are still certainly required to block viral spread before a vaccine is widely available.",2021,/,Nature communications,12,1,1383,,https://dx.doi.org/10.1038/s41467-021-21503-x,33654063,#85300,Chang 2021,"",""
Pre-procedural antibody testing for SARS-CoV-2 in the routine endoscopic practice,Hernandez Camba A.; Marcelino Reyes R.; Hernandez-Guerra M.; Blasco Amato OA.; Bennemann P.; De La Riva N.; Diaz Machin S.; Medina J.A. ,"METHODS: a retrospective multicenter cohort study was performed of all endoscopic procedures performed between April 27 and June 15, 2020. A screening questionnaire (SQ) was performed with patients three days prior to the procedure and 14 days after. Furthermore, a serologic SARS-CoV-2 test was performed 48 hours before. RESULT(S): two hundred and eleven consecutive patients with endoscopic procedures were included. No patients had a positive SQ, either on entry to the study or 14 days later. Only four patients (1.9 % [95 % CI: 0.07-4.8 %]) were positive for antibodies. CONCLUSION(S): the pre-endoscopy seroprevalence of SARS-CoV-2 is low in this cohort. Pre-procedural SARS-CoV-2 antibody testing does not add any benefit over clinical SQ to identify active COVID-19 patients.",2021,/,Revista espanola de enfermedades digestivas : organo oficial de la Sociedad Espanola de Patologia Digestiva,113,2,116-118,,http://dx.doi.org/10.17235/reed.2020.7434/2020,633575627,#86110,HernandezCamba 2021,"",""
"Prevalence and Clinical Profile of Severe Acute Respiratory Syndrome Coronavirus 2 Infection among Farmworkers, California, June-November 2020.","Lewnard, Joseph A; Mora, Ana M; Nkwocha, Oguchi; Kogut, Katherine; Rauch, Stephen A; Morga, Norma; Hernandez, Samantha; Wong, Marcus P; Huen, Karen; Andrejko, Kristin; Jewell, Nicholas P; Parra, Kimberly L; Holland, Nina; Harris, Eva; Cuevas, Maximiliano; Eskenazi, Brenda; CHAMACOS-Project-19 Study Team2","During the ongoing coronavirus disease (COVID-19) pandemic, farmworkers in the United States are considered essential personnel and continue in-person work. We conducted prospective surveillance for severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection and antibody prevalence among farmworkers in Salinas Valley, California, during June 15-November 30, 2020. We observed 22.1% (1,514/6,864) positivity for SARS-CoV-2 infection among farmworkers compared with 17.2% (1,255/7,305) among other adults from the same communities (risk ratio 1.29, 95% CI 1.20-1.37). In a nested study enrolling 1,115 farmworkers, prevalence of current infection was 27.7% among farmworkers reporting >1 COVID-19 symptom and 7.2% among farmworkers without symptoms (adjusted odds ratio 4.16, 95% CI 2.85-6.06). Prevalence of SARS-CoV-2 antibodies increased from 10.5% (95% CI 6.0%-18.4%) during July 16-August 31 to 21.2% (95% CI 16.6%-27.4%) during November 1-30. High SARS-CoV-2 infection prevalence among farmworkers underscores the need for vaccination and other preventive interventions.",2021,/,Emerging infectious diseases,27,5,,,https://dx.doi.org/10.3201/eid2705.204949,33657340,#85437,Lewnard 2021,"",""
Disparities in Seroprevalence of SARS-CoV-2 Immunoglobulin Antibodies in a Large Midwestern Health Care System.,"Fitzpatrick, Veronica; Rivelli, Anne; Blair, Christopher; Copeland, Kenneth; Richards, Jon","OBJECTIVES: Increased exposure to severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) as a result of having an essential job is compounded by factors such as age, race, and ethnicity. We used a cross-sectional study design to describe disparities in the seroprevalence of SARS-CoV-2 immunoglobulin G (IgG) test results by demographic characteristics and clinical roles among a cohort of health care workers employed by the largest Midwestern health care system in the United States., METHODS: We collected 16 233 SARS-CoV-2 IgG serum samples from June 8 through July 10, 2020, from a convenience sample of Illinois- and Wisconsin-based adult health care workers. The research team, in collaboration with ACL Laboratories, used a SARS-CoV-2 IgG assay to detect the presence of SARS-CoV-2 IgG antibodies. Study data included SARS-CoV-2 IgG assay results and demographic characteristics of workers (age, sex, race, ethnicity, clinical role, zip code). We generated crude and adjusted odds ratios (ORs) to describe disparities in seroprevalence distribution among demographic and social factors., RESULTS: Of 16 233 IgG serum samples tested, 622 (3.8%) test results were positive for SARS-CoV-2. We found significant disparities in SARS-CoV-2 positivity by age, race, ethnicity, and clinical role. Participants aged 32-82 had lower adjusted ORs (aORs) of positive IgG than participants aged 18-31 (aOR range, 0.54-0.66). Odds of positivity were higher among Black (aOR = 3.86), Asian (aOR = 1.42), and mixed-race (aOR = 1.99) workers than among White workers; among Hispanic workers (aOR = 1.80) than among non-Hispanic workers; and among coronavirus disease 2019 (COVID-19) clinical workers (aOR = 1.86) than among nonclinical workers., CONCLUSIONS: Public health efforts should focus on increasing COVID-19 safety messaging, testing, vaccination, and other prevention efforts for people who are young, non-White, Hispanic, and working in COVID-19-clinical units.",2021,/,"Public health reports (Washington, D.C. : 1974)",,"9716844, qja",33354921999168,,https://dx.doi.org/10.1177/0033354921999168,33673779,#85505,Fitzpatrick 2021,"",""
"Estimated SARS-CoV-2 Seroprevalence Among Persons Aged <18 Years - Mississippi, May-September 2020.","Hobbs, Charlotte V; Drobeniuc, Jan; Kittle, Theresa; Williams, John; Byers, Paul; Satheshkumar, Panayampalli S; Inagaki, Kengo; Stephenson, Meagan; Kim, Sara S; Patel, Manish M; Flannery, Brendan; CDC COVID-19 Response Team",,2021,/,MMWR. Morbidity and mortality weekly report,70,9,312-315,,https://dx.doi.org/10.15585/mmwr.mm7009a4,33661862,#85292,Hobbs 2021,Mairead Whelan (2021-03-25 10:37:25)(Select): Check for duplicate/superceded.; ,""
Low awareness of past SARS-CoV-2 infection in healthy plasma donors.,"van den Hurk, Katja; Merz, Eva-Maria; Prinsze, Femmeke J; Spekman, Marloes L C; Quee, Franke A; Ramondt, Steven; Slot, Ed; Vrielink, Hans; Huis In 't Veld, Elisabeth M J; Zaaijer, Hans L; Hogema, Boris M","Awareness of infection with SARS-CoV-2 is crucial for the effectiveness of COVID-19 control measures. Here, we investigate awareness of infection and symptoms in relation to antibodies against SARS-CoV-2 in healthy plasma donors. We ask individuals donating plasma across the Netherlands between May 11th and 18th 2020 to report COVID-19 related symptoms and we test for antibodies indicative of a past infection with SARS-CoV-2. Among 3,676 with antibody and questionnaire data 239 (6.5%) are positive for SARS-CoV-2 antibodies. Of those, 48% suspect no COVID-19 despite the majority reporting symptoms. 11% of seropositive individuals report no, and 27% very mild symptoms at any time during the first peak of the epidemic. Anosmia/ageusia and fever are most strongly associated with seropositivity. Almost half of seropositive individuals do not suspect SARS-CoV-2 infection. Improved recognition of COVID-19 symptoms, in particular anosmia/ageusia and fever, is needed to reduce widespread SARS-CoV-2 transmission. Copyright © 2021 The Author(s).",2021,/,Cell reports. Medicine,,101766894,100222,,https://dx.doi.org/10.1016/j.xcrm.2021.100222,33681828,#85597,vandenHurk 2021,"",""
SARS-CoV-2 antibody seroprevalence after the first wave among workers at a community healthcare system in the Greater Boston area.,"Bruno-Murtha, Lou Ann; Osgood, Rebecca; Lan, Fan-Yun; Buley, Jane; Nathan, Neetha; Weiss, Michelle; MacDonald, Mary; Kales, Stefanos N; Sayah, Assaad J","SARS-CoV-2 antibody seroprevalence among health-care workers (HCW) can assess past exposure and possible immunity, which varies across different regions, populations and times. We investigated the seroprevalence among HCW in Massachusetts (a region suffering high COVID-19 mortality) at the end of first wave of the SARS-CoV-2 pandemic. All HCW at Cambridge Health Alliance were invited to participate in this cross-sectional survey in June 2020. Those who volunteered, consented and provided a blood sample were included. Dried blood specimens from finger-prick sampling collected either at home by each HCW or onsite by the study team were analyzed for anti-SARS-CoV-2 IgM and IgG to the virus' receptor binding domain, using an enzyme-linked immunosorbent assay. IgM and IgG antibody abundance were categorized based on the number of standard deviations above the cross-reacting levels found in existing, pre-pandemic blood samples previously obtained by the Ragon Institute and analyzed by the Broad Institute (Cambridge, MA). Seroprevalence estimates were made based on 'positive' IgM or IgG using 'low' (>6 SD), 'medium' (>4.5 SD), and 'high' prevalence cutoffs (>3 SD). A total of 433 out of 5,204 eligible HCWs consented and provided samples. Participating HCWs had a lower cumulative incidence (from the start of the pandemic up to the bloodspot collections) of SARS-CoV-2 RT-PCR positivity (1.85%) compared to non-participants (3.29%). The low, medium, and high seroprevalence estimates were 8.1%, 11.3%, and 14.5%, respectively. The weighted estimates based on past PCR positivity were 13.9%, 19.4%, and 24.9%, respectively, for the entire healthcare system population after accounting for participation bias.",2021,/,Pathogens and global health,,101583421,1-4,,https://dx.doi.org/10.1080/20477724.2021.1901041,33729103,#90572,Bruno-Murtha 2021,"",""
SARS-CoV-2 Infection in Ivory Coast: A Serosurveillance Survey among Gold Mine Workers.,"Milleliri, Jean Marie; Coulibaly, Daouda; Nyobe, Blaise; Rey, Jean-Loup; Lamontagne, Franck; Hocqueloux, Laurent; Giache, Susanna; Valery, Antoine; Prazuck, Thierry","Of the 107 million COVID-19 cases worldwide, less than 2 million have been reported in African countries. The aim of this study was to evaluate the seroprevalence of SARS-CoV-2 infection in Ivory Coast mine workers.",2021,/,The American journal of tropical medicine and hygiene,,"3zq, 0370507",,,https://dx.doi.org/10.4269/ajtmh.21-0081,33735104,#90670,Milleliri 2021,"",""
"Persistence of SARS-CoV-2 N-Antibody Response in Healthcare Workers, London, UK.","Shrotri, Madhumita; Harris, Ross J; Rodger, Alison; Planche, Timothy; Sanderson, Frances; Mahungu, Tabitha; McGregor, Alastair; Heath, Paul T; LondonCOVID Group; Brown, Colin S; Dunning, Jake; Hopkins, Susan; Ladhani, Shamez; Chand, Meera","Prospective serosurveillance of severe acute respiratory syndrome coronavirus 2 in 1,069 healthcare workers in London, UK, demonstrated that nucleocapsid antibody titers were stable and sustained for <12 weeks in 312 seropositive participants. This finding was consistent across demographic and clinical variables and contrasts with reports of short-term antibody waning.",2021,/,Emerging infectious diseases,27,4,1155-1158,,https://dx.doi.org/10.3201/eid2704.204554,33734962,#90668,Shrotri 2021,"",""
Characterizing the Qatar advanced-phase SARS-CoV-2 epidemic.,"Abu-Raddad, Laith J; Chemaitelly, Hiam; Ayoub, Houssein H; Al Kanaani, Zaina; Al Khal, Abdullatif; Al Kuwari, Einas; Butt, Adeel A; Coyle, Peter; Jeremijenko, Andrew; Kaleeckal, Anvar Hassan; Latif, Ali Nizar; Owen, Robert C; Rahim, Hanan F Abdul; Al Abdulla, Samya A; Al Kuwari, Mohamed G; Kandy, Mujeeb C; Saeb, Hatoun; Ahmed, Shazia Nadeem N; Al Romaihi, Hamad Eid; Bansal, Devendra; Dalton, Louise; Al-Thani, Mohamed H; Bertollini, Roberto","The overarching objective of this study was to provide the descriptive epidemiology of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) epidemic in Qatar by addressing specific research questions through a series of national epidemiologic studies. Sources of data were the centralized and standardized national databases for SARS-CoV-2 infection. By July 10, 2020, 397,577 individuals had been tested for SARS-CoV-2 using polymerase-chain-reaction (PCR), of whom 110,986 were positive, a positivity cumulative rate of 27.9% (95% CI 27.8-28.1%). As of July 5, case severity rate, based on World Health Organization (WHO) severity classification, was 3.4% and case fatality rate was 1.4 per 1,000 persons. Age was by far the strongest predictor of severe, critical, or fatal infection. PCR positivity of nasopharyngeal/oropharyngeal swabs in a national community survey (May 6-7) including 1,307 participants was 14.9% (95% CI 11.5-19.0%); 58.5% of those testing positive were asymptomatic. Across 448 ad-hoc testing campaigns in workplaces and residential areas including 26,715 individuals, pooled mean PCR positivity was 15.6% (95% CI 13.7-17.7%). SARS-CoV-2 antibody prevalence was 24.0% (95% CI 23.3-24.6%) in 32,970 residual clinical blood specimens. Antibody prevalence was only 47.3% (95% CI 46.2-48.5%) in those who had at least one PCR positive result, but 91.3% (95% CI 89.5-92.9%) among those who were PCR positive > 3 weeks before serology testing. Qatar has experienced a large SARS-CoV-2 epidemic that is rapidly declining, apparently due to growing immunity levels in the population.",2021,/,Scientific reports,11,1,6233,,https://dx.doi.org/10.1038/s41598-021-85428-7,33737535,#90484,Abu-Raddad 2021,"",""
"Household transmission of SARS-CoV-2 (COVID-19) in Lima, Peru.","Angulo-Bazan, Yolanda; Solis-Sanchez, Gilmer; Cardenas, Fany; Jorge, Ana; Acosta, Joshi; Cabezas, Cesar","The study aimed to describe the characteristics of SARS-CoV-2 transmission among members of households with a confirmed primary case of COVID-19 in districts with low burden of cases in Lima, Peru, compared to a district with high burden. This was a retrospective study with a secondary database review. Information was collected from an epidemiological surveillance activity in close contacts (household members) in 52 households in Lima, with a single member with COVID-19. Reevaluation was conducted in 10 households. The study evaluated epidemiological and clinical variables and their association with the result of the rapid serological test (presence of IgG, IgM, or both). Secondary cases were found in 40 households, representing mean identification of 49.9% per household. Secondary attack rate in household members was 53% (125 cases), and symptomatic individuals accounted for 77.6% of cases (symptomatic/asymptomatic ratio: 3.5). Presence of fever and/or chills was found in 40% of persons with positive test results, followed by sore throat with 39.2%. Ageusia and anosmia were present in 22.4% and 20.8% of cases, respectively. When there was a primary case of COVID-19 in the household, the secondary attack rate was 53%; however, in an important proportion of households there were no positive cases other than the primary case. The epidemiological and clinical findings were consistent with reports from other international series.",2021,/,Cadernos de saude publica,37,3,e00238720,,https://dx.doi.org/10.1590/0102-311X00238720,33729282,#90463,Angulo-Bazan 2021,"",""
